,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
mau,Maung,Australia,-11.9166666667,133.5,mph,Iwaidjan,,Iwaidjan,f66ff33,mph,AU,2.0,2.0,5.0,2.0,4.0,,4.0,2.0,3.0,4.0,8.0,5.0,2.0,,,2.0,2.0,3.0,2.0,,1.0,,3.0,1.0,1.0,2.0,,4.0,,,,1.0,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,7.0,,5.0,,,,5.0,,3.0,5.0,3.0,1.0,5.0,2.0,1.0,,2.0,2.0,1.0,1.0,3.0,9.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,8.0,,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,,,1.0,,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0
mav,Maring,Papunesia,-5.5,144.666666667,mbw,Trans-New Guinea,,Chimbu,cff66ff,mbw,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maw,Maninka (Western),Africa,13.0,-11.0,mlq,Mande,,Western Mande,f009900,mlq,ML,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,,,,,,2.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,,,
max,Maxakalí,South America,-18.0,-40.0,mbl,Macro-Ge,,Maxakalí,t000000,mbl,BR,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,3.0
may,Maybrat,Papunesia,-1.33333333333,132.5,ayz,West Papuan,,North-Central Bird's Head,sffffff,ayz,ID,2.0,5.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,7.0,1.0,1.0,,,,1.0,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,2.0,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,4.0,2.0,5.0,2.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,9.0,1.0,4.0,,1.0,4.0,3.0,,2.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,,4.0,2.0,1.0,2.0,2.0,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,8.0,,1.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,,,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0
maz,Mazahua,North America,19.4166666667,-99.9166666667,,Oto-Manguean,,Otomian,tff66ff,maz mmc,MX,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,7.0,6.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
mba,Mba,Africa,1.0,25.0,mfc,Niger-Congo,Adamawa-Ubangi,Ubangi,dffff00,mfc,CD,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,2.0,,,,4.0,1.0,4.0,21.0,,,12.0,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,5.0,,,,3.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,4.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,,2.0,,1.0,2.0,,,1.0,2.0,4.0,2.0,2.0,,,,,,,,,,2.0,,,,4.0,,,
mbb,Mbabaram,Australia,-17.1666666667,145.0,,Pama-Nyungan,,Northern Pama-Nyungan,taa0000,,AU,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0,,3.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
mbe,Mbere,Africa,-0.5,14.0,mdt,Niger-Congo,Benue-Congo,Bantoid,d0000dd,mdt,CG GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,15.0,,,3.0,4.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,,,,4.0,,4.0,,,
mbg,Mbugu,Africa,-4.33333333333,38.1666666667,mhd,Afro-Asiatic,Cushitic,Southern Cushitic,c000000,mhd,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mbi,Mbili,Africa,6.11666666667,10.2,baw,Niger-Congo,Benue-Congo,Bantoid,d0000dd,baw,CM,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,6.0,2.0,2.0,,,,,,,,,7.0,,,,4.0,1.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,2.0,2.0,,,,,,,,,,1.0,4.0,2.0,,,,4.0,,,
mbl,Mbole,Africa,-0.666666666667,24.6666666667,mdq,Niger-Congo,Benue-Congo,Bantoid,d0000dd,mdq,CD,,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,4.0,,,
mbm,Mbum,Africa,7.75,13.1666666667,mdd,Niger-Congo,Adamawa-Ubangi,Mbumic,tb6b6b6,mdd,CF TD CM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,,,,,,,,1.0,,,,,,,,7.0,,,,5.0,5.0,,,,,,,,,,,,,,4.0,,9.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,,,
mbo,Monumbo,Papunesia,-4.25,145.0,mxk,,,,tffffcc,mxk,PG,,2.0,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,
mbr,Mbara,Africa,11.0,15.4166666667,mpk,Afro-Asiatic,Chadic,Biu-Mandara,c990099,mpk,TD,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,4.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,,1.0,5.0,4.0,4.0,,,
