,WALS_ID,ISO,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status
2032,saa,apb,Sa'a,Papunesia,SB,-9.61666666667,161.45,Austronesian,Oceanic,0,L
2033,sab,snv,Sa'ban,Papunesia,ID,3.66666666667,115.666666667,Austronesian,North Borneo,0,L
2034,sae,skb,Saek,Eurasia,LA TH,17.4166666667,104.75,Tai-Kadai,Kam-Tai,0,L
2035,sah,saj,Sahu,Papunesia,ID,1.16666666667,127.5,West Papuan,North Halmaheran,0,L
2036,sak,sku,Sakao,Papunesia,VU,-15.1666666667,167.083333333,Austronesian,Oceanic,0,L
2037,sal,sln,Salinan,North America,US,36.0,-121.0,,,0,L
2038,sam,smo,Samoan,Papunesia,AS WS,-13.9166666667,-171.833333333,Austronesian,Oceanic,0,L
2039,san,sag,Sango,Africa,CF,5.0,18.0,Niger-Congo,Ubangi,0,L
2040,sao,ssy,Saho,Africa,ET ER,14.75,39.75,Afro-Asiatic,Lowland East Cushitic,0,L
2041,sap,spu,Sapuan,Eurasia,LA,15.1666666667,106.833333333,Austro-Asiatic,Bahnaric,0,L
2042,sar,dju,Sare,Papunesia,PG,-4.5,143.166666667,Sepik,Sepik Hill,0,L
2043,sav,sdg,Savi,Eurasia,AF,35.0,71.5,Indo-European,Indic,0,L
2044,saw,hvn,Sawu,Papunesia,ID,-11.5,121.916666667,Austronesian,Central Malayo-Polynesian,0,L
2045,say,pos,Sayula Popoluca,North America,MX,17.8333333333,-95.0,Mixe-Zoque,Mixe-Zoque,0,L
2046,sba,slc,Sáliba (in Colombia),South America,CO VR,6.0,-70.0,Sáliban,Sáliba,0,L
2047,sbg,sse,Sama (Balangingi),Papunesia,PH,6.16666666667,121.833333333,Austronesian,Sama-Bajaw,0,L
2048,sch,str,Saanich,North America,CA,48.5833333333,-123.416666667,Salishan,Central Salish,0,L
2049,scr,bos hrv srp,Serbian-Croatian,Eurasia,RS BA HR,44.0,19.0,Indo-European,Slavic,0,
2050,scs,sma,Saami (Central-South),Eurasia,SE,64.6666666667,16.75,Uralic,Saami,0,L
2051,sdh,snd,Sindhi,Eurasia,PK IN,26.0,69.0,Indo-European,Indic,0,L
2052,sdw,sad,Sandawe,Africa,TZ,-5.0,35.0,,,0,L
2053,sea,tvk,Southeast Ambrym,Papunesia,VU,-16.3,168.216666667,Austronesian,Oceanic,0,L
2054,seb,kpz,Sebei,Africa,UG,1.33333333333,34.5833333333,Eastern Sudanic,Nilotic,0,L
2055,sec,sey,Secoya,South America,EC PE,-0.333333333333,-76.0,Tucanoan,Tucanoan,0,L
2056,sed,sed,Sedang,Eurasia,VN,14.8333333333,108.0,Austro-Asiatic,Bahnaric,0,L
2057,see,trv,Seediq,Papunesia,TW,24.1666666667,121.416666667,Austronesian,Atayalic,0,L
2058,sel,ona,Selknam,South America,AR,-53.0,-70.0,Chon,Chon Proper,0,X
2059,sem,nsm,Sema,Eurasia,IN,26.0,94.5,Sino-Tibetan,Kuki-Chin,0,L
2060,sen,seh,Sena,Africa,MZ,-18.0,35.25,Niger-Congo,Bantoid,0,L
2061,ser,sei,Seri,North America,MX,29.0,-112.0,Hokan,Seri,0,L
2062,ses,sot,Sesotho,Africa,LS ZA,-28.0,27.0,Niger-Congo,Bantoid,0,L
2063,sey,crs,Seychelles Creole,Eurasia,SC,-4.75,55.5,other,Creoles and Pidgins,0,L
2064,sgb,mnx,Sougb,Papunesia,ID,-1.5,134.0,East Bird's Head,East Bird's Head,0,L
2065,sge,sop,Songe,Africa,CD,-6.83333333333,22.0,Niger-Congo,Bantoid,0,L
2066,sgl,szg,Sengele,Africa,CD,-1.83333333333,17.3333333333,Niger-Congo,Bantoid,0,L
2067,sgr,sxn,Sangir,Papunesia,ID,3.5,125.5,Austronesian,Sangiric,0,L
2068,sgs,str,Songish,North America,CA,48.45,-123.333333333,Salishan,Central Salish,0,L
2069,sgu,snq,Sangu,Africa,GA,-1.5,11.8333333333,Niger-Congo,Bantoid,0,L
2070,sha,shn,Shan,Eurasia,MM,22.0,98.0,Tai-Kadai,Kam-Tai,0,L
2071,shb,sbf,Shabo,Africa,ET,7.58333333333,35.4166666667,,,0,L
2072,shd,sdp,Sherdukpen,Eurasia,IN,27.0,92.5,Sino-Tibetan,Western Arunachal,0,L
2073,she,xsr,Sherpa,Eurasia,NP,27.75,86.8333333333,Sino-Tibetan,Bodic,0,L
2074,shh,mcd,Sharanahua,South America,BR PE,-11.0,-70.0,Panoan,Panoan,0,L
2075,shi,shb,Shiriana,South America,BR VR,3.5,-62.8333333333,Yanomam,Yanomam,0,L
2076,shk,shp,Shipibo-Konibo,South America,PE,-7.5,-75.0,Panoan,Panoan,0,L
2077,shl,shk,Shilluk,Africa,SS,9.66666666667,31.75,Eastern Sudanic,Nilotic,0,L
2078,shm,ksb,Shambala,Africa,TZ,-4.25,38.25,Niger-Congo,Bantoid,0,L
2079,shn,sna,Shona,Africa,ZW,-18.0,31.0,Niger-Congo,Bantoid,0,L
2080,sho,shh,Shoshone,North America,US,41.0,-114.0,Uto-Aztecan,Numic,0,L
2081,shp,waa yak,Sahaptin (Northern),North America,US,46.5,-120.0,Penutian,Sahaptian,0,
2082,shr,cjs,Shor,Eurasia,RU,53.0,88.0,Altaic,Turkic,0,L
2083,shs,sht,Shasta,North America,US,41.8333333333,-122.666666667,Hokan,Shasta,0,X
2084,sht,shj,Shatt,Africa,SD,10.8333333333,30.0,Eastern Sudanic,Daju,0,L
2085,shu,shs,Shuswap,North America,CA,52.0,-120.0,Salishan,Interior Salish,0,L
2086,shw,sjw,Shawnee,North America,US,40.0,-83.0,Algic,Algonquian,0,L
2087,shy,yuy,Shira Yughur,Eurasia,CN,38.0,99.0,Altaic,Mongolic,0,L
2088,sia,snp,Siane,Papunesia,PG,-6.08333333333,145.2,Trans-New Guinea,Eastern Highlands,0,L
2089,sid,sid,Sidaama,Africa,ET,6.66666666667,38.5,Afro-Asiatic,Highland East Cushitic,0,L
2090,sik,ski,Sika,Papunesia,ID,-8.7,122.25,Austronesian,Central Malayo-Polynesian,0,L
2091,sil,dau,Sila,Africa,TD,12.3333333333,21.75,Eastern Sudanic,Daju,0,L
2092,sim,smr,Simeulue,Papunesia,ID,2.5,96.25,Austronesian,Northwest Sumatra-Barrier Islands,0,L
2093,sin,snn,Siona,South America,EC CO,0.333333333333,-76.25,Tucanoan,Tucanoan,0,L
2094,sio,xsi,Sio,Papunesia,PG,-5.95,147.333333333,Austronesian,Oceanic,0,L
2095,sir,sjr,Siar,Papunesia,PG,-4.66666666667,152.916666667,Austronesian,Oceanic,0,L
2096,sis,baa,Sisiqa,Papunesia,SB,-7.0,156.833333333,Austronesian,Oceanic,0,L
2097,siu,sis,Siuslaw,North America,US,44.0,-124.0,Oregon Coast,Siuslawan,0,L
2098,ski,sjd,Saami (Kildin),Eurasia,RU,67.0,37.0,Uralic,Saami,0,L
2099,skk,sip,Sikkimese,Eurasia,IN,27.8333333333,88.5,Sino-Tibetan,Bodic,0,L
2100,skl,skh,Sikule,Papunesia,ID,2.66666666667,96.0,Austronesian,Northwest Sumatra-Barrier Islands,0,L
2101,skm,suk,Sukuma,Africa,TZ,-2.83333333333,32.0,Niger-Congo,Bantoid,0,L
2102,sko,skv,Skou,Papunesia,ID,-2.66666666667,140.916666667,Skou,Western Skou,0,L
2103,skp,sel,Selkup,Eurasia,RU,65.0,82.0,Uralic,Samoyedic,0,L
2104,skr,tty,Sikaritai,Papunesia,ID,-2.91666666667,138.25,Lakes Plain,Lakes Plain,0,L
2105,sku,sub,Suku,Africa,AO CD,-6.0,17.6666666667,Niger-Congo,Bantoid,0,L
2106,skw,swv,Shekhawati,Eurasia,IN,28.0,75.5,Indo-European,Indic,0,L
2107,sla,scs xsl,Slave,North America,CA,67.0,-125.0,Na-Dene,Athapaskan,0,
2108,slb,sbe,Saliba (in Papua New Guinea),Papunesia,PG,-10.5833333333,150.716666667,Austronesian,Oceanic,0,L
2109,sle,ndi,Samba Leko,Africa,NG CM,8.5,12.5,Niger-Congo,Samba-Duru,0,L
2110,slg,suv,Sulung,Eurasia,IN,28.3333333333,93.25,,,0,L
2111,slo,slv,Slovene,Eurasia,SI,46.0,15.0,Indo-European,Slavic,0,L
2112,slp,spl,Selepet,Papunesia,PG,-6.16666666667,147.166666667,Trans-New Guinea,Finisterre-Huon,0,L
2113,slr,slr,Salar,Eurasia,CN,35.0,103.0,Altaic,Turkic,0,L
2114,slv,xsl,Slavey,North America,CA,60.0,-120.0,Na-Dene,Athapaskan,0,L
2115,sly,sly,Selayar,Papunesia,ID,-6.0,120.5,Austronesian,South Sulawesi,0,L
2116,smd,sdm,Semandang,Papunesia,ID,-0.75,110.5,Austronesian,Land Dayak,0,
2117,sme,sif,Seme,Africa,BF,11.0,-4.91666666667,Niger-Congo,Kru,0,L
2118,smj,sea,Semai,Eurasia,MY,4.33333333333,101.666666667,Austro-Asiatic,Aslian,0,L
2119,sml,sza,Semelai,Eurasia,MY,3.0,103.0,Austro-Asiatic,Aslian,0,L
2120,smn,mus,Seminole,North America,US,33.0,-84.0,Muskogean,Muskogean,0,L
2121,smp,sii,Shompen,Eurasia,IN,7.0,93.75,,,0,L
2122,smt,uma,Sahaptin (Umatilla),North America,US,45.6666666667,-118.5,Penutian,Sahaptian,0,L
2123,sna,scl,Shina,Eurasia,PK,36.0,74.0,Indo-European,Indic,0,L
2124,snc,see,Seneca,North America,US,42.5,-77.5,Iroquoian,Northern Iroquoian,0,L
2125,snd,sef,Senadi,Africa,CI,9.5,-6.25,Niger-Congo,Senufo,0,L
2126,sng,snc,Sinaugoro,Papunesia,PG,-9.83333333333,147.833333333,Austronesian,Oceanic,0,L
2127,snh,sin,Sinhala,Eurasia,LK,7.0,80.5,Indo-European,Indic,0,L
2128,snm,xsu,Sanuma,South America,BR VR,4.5,-64.6666666667,Yanomam,Yanomam,0,L
2129,snn,snk,Soninke,Africa,BF ML CI SN,15.0,-10.5,Mande,Western Mande,0,L
2130,sno,sme,Saami (Northern),Eurasia,NO FI SE,69.0,24.0,Uralic,Saami,0,L
2131,snt,set,Sentani,Papunesia,ID,-2.58333333333,140.583333333,,,0,L
2132,so,teu,So,Africa,UG,2.58333333333,34.75,Eastern Sudanic,Kuliak,0,L
2133,sob,sob,Sobei,Papunesia,ID,-1.91666666667,138.75,Austronesian,Oceanic,0,L
2134,sod,gru,Soddo,Africa,ET,8.5,38.5,Afro-Asiatic,Semitic,0,L
2135,sol,evn,Solon,Eurasia,CN,48.0,120.0,Altaic,Tungusic,0,L
2136,som,som,Somali,Africa,SO,3.0,45.0,Afro-Asiatic,Lowland East Cushitic,0,L
2137,son,sov,Sonsorol-Tobi,Papunesia,PW,5.33333333333,132.25,Austronesian,Oceanic,0,L
2138,soo,str,Sooke,North America,CA,48.3333333333,-123.75,Salishan,Central Salish,0,L
2139,soq,sqt,Soqotri,Africa,YE,12.5,54.0,Afro-Asiatic,Semitic,0,L
2140,sor,srb,Sora,Eurasia,IN,20.0,84.3333333333,Austro-Asiatic,Munda,0,L
2141,sou,hsb,Sorbian (Upper),Eurasia,DE,51.8333333333,14.5,Indo-European,Slavic,0,L
2142,spa,spa,Spanish,Eurasia,ES,40.0,-4.0,Indo-European,Romance,0,L
2143,spc,spa,Spanish (Canary Islands),Eurasia,ES,28.0,-15.5833333333,Indo-European,Romance,0,L
2144,spi,bod,Spitian,Eurasia,IN,32.25,78.0,Sino-Tibetan,Bodic,0,L
2145,spo,spo,Spokane,North America,US,47.6666666667,-117.75,Salishan,Interior Salish,0,L
2146,sps,slh,Salish (Southern Puget Sound),North America,US,47.25,-122.5,Salishan,Central Salish,0,L
2147,squ,squ,Squamish,North America,CA,49.6666666667,-123.166666667,Salishan,Central Salish,0,L
2148,sra,srn,Sranan,South America,SR,5.83333333333,-55.3333333333,other,Creoles and Pidgins,0,L
2149,srb,dsb hsb,Sorbian,Eurasia,DE,51.5,14.0,Indo-European,Slavic,0,
2150,src,srs,Sarcee,North America,CA,52.5,-116.0,Na-Dene,Athapaskan,0,L
2151,srd,sro,Sardinian,Eurasia,IT,40.0,9.0,Indo-European,Romance,0,L
2152,sre,kpm,Sre,Eurasia,VN,11.5,108.0,Austro-Asiatic,Bahnaric,0,L
2153,sri,sri,Siriano,South America,CO BR,0.75,-70.1666666667,Tucanoan,Tucanoan,0,L
2154,srl,dsb,Sorbian (Lower),Eurasia,DE,51.75,14.3333333333,Indo-European,Slavic,0,L
2155,srm,srm,Saramaccan,South America,GF SR,4.5,-55.5,other,Creoles and Pidgins,0,L
2156,srn,srq,Sirionó,South America,BO,-15.5833333333,-64.0,Tupian,Tupi-Guaraní,0,L
2157,sro,ssd,Siroi,Papunesia,PG,-5.5,146.0,Trans-New Guinea,Madang,0,L
2158,srr,ser,Serrano,North America,US,34.5,-117.0,Uto-Aztecan,California Uto-Aztecan,0,L
2159,sru,slu,Selaru,Papunesia,ID,-8.2,131.0,Austronesian,Central Malayo-Polynesian,0,L
2160,sry,fos,Siraya,Papunesia,TW,23.0,120.25,Austronesian,East Formosan,0,L
2161,ssa,sld,Sisaala,Africa,GH,10.8333333333,-2.66666666667,Niger-Congo,Southern-Central Gur,0,L
2162,ssh,bwo,Shinassha,Africa,ET,10.4166666667,36.1666666667,Afro-Asiatic,North Omotic,0,L
2163,ssl,kvk,South Korean Sign Language,Eurasia,KR,37.0,128.0,other,Sign Languages,1,L
2164,sss,str,Salish (Samish Straits),North America,US,48.5833333333,-122.583333333,Salishan,Central Salish,0,L
2165,sst,str,Salish (Straits),North America,CA US,48.75,-123.25,Salishan,Central Salish,0,L
2166,sta,sce,Santa,Eurasia,CN,31.5,107.5,Altaic,Mongolic,0,L
2167,sti,sti stt,Stieng,Eurasia,VN KH,11.8333333333,106.75,Austro-Asiatic,Bahnaric,0,
2168,stl,sat,Santali,Eurasia,IN,24.5,87.0,Austro-Asiatic,Munda,0,L
2169,stn,nso,Sotho (Northern),Africa,ZA,-24.0,29.0,Niger-Congo,Bantoid,0,L
2170,sto,sto,Stoney,North America,CA,53.75,-116.5,Siouan,Core Siouan,0,L
2171,sub,sbs,Subiya,Africa,,-17.75,24.9166666667,Niger-Congo,Bantoid,0,L
2172,sud,tgo,Sudest,Papunesia,PG,-11.5,153.45,Austronesian,Oceanic,0,L
2173,sue,sue,Suena,Papunesia,PG,-7.75,147.55,Trans-New Guinea,Binanderean,0,L
2174,sug,sjg,Sungor,Africa,TD,13.75,21.5,Eastern Sudanic,Taman,0,L
2175,sui,swi,Sui,Eurasia,CN,26.0,107.5,Tai-Kadai,Kam-Tai,0,L
2176,suk,sui,Suki,Papunesia,PG,-8.0,141.75,Gogodala-Suki,Suki,0,L
2177,sul,sua,Sulka,Papunesia,PG,-5.08333333333,151.916666667,,,0,L
2178,sum,yan,Mayangna,North America,NI,13.0,-84.5,Misumalpan,Misumalpan,0,L
2179,sun,sun,Sundanese,Papunesia,ID,-7.0,107.0,Austronesian,Malayo-Sumbawan,0,L
2180,sup,spp,Supyire,Africa,ML,11.5,-5.58333333333,Niger-Congo,Senufo,0,L
2181,sur,sgz,Sursurunga,Papunesia,PG,-4.0,152.766666667,Austronesian,Oceanic,0,L
2182,sus,sus,Susu,Africa,GN,10.0,-13.0,Mande,Western Mande,0,L
2183,sva,sva,Svan,Eurasia,GE,43.0,42.5,Kartvelian,Kartvelian,0,L
2184,svc,csb,Slovincian,Eurasia,PL,54.0,16.0,Indo-European,Slavic,0,L
2185,svk,slk,Slovak,Eurasia,SK,49.0,20.0,Indo-European,Slavic,0,L
2186,svs,svs,Savosavo,Papunesia,SB,-9.13333333333,159.8,Solomons East Papuan,Savosavo,0,L
2187,svt,swl,Svenska Teckenspråket,Eurasia,SE,59.0,15.0,other,Sign Languages,0,L
2188,swa,swh,Swahili,Africa,TZ,-6.5,39.0,Niger-Congo,Bantoid,0,L
2189,swe,swe,Swedish,Eurasia,FI SE,60.0,15.0,Indo-European,Germanic,0,L
2190,swi,szw,Sawai,Papunesia,ID,0.5,128.0,Austronesian,South Halmahera - West New Guinea,0,L
2191,swr,shh,Shoshone (Wind River),North America,US,43.4166666667,-108.833333333,Uto-Aztecan,Numic,0,L
2192,swt,ssw,Swati,Africa,ZA SZ,-26.5,31.0,Niger-Congo,Bantoid,0,L
2193,swv,swe,Swedish (Västerbotten),Eurasia,SE,64.25,19.75,Indo-European,Germanic,0,L
2194,syg,ybe,Saryg Yughur,Eurasia,CN,38.75,99.75,Altaic,Turkic,0,L
2195,syu,sll,Salt-Yui,Papunesia,PG,-6.28333333333,145.033333333,Trans-New Guinea,Chimbu,0,L
2196,tab,mky,Taba,Papunesia,ID,0.0,127.5,Austronesian,South Halmahera - West New Guinea,0,L
2197,tac,tna,Tacana,South America,BO,-13.5,-68.0,Tacanan,Tacanan,0,L
2198,taf,sps,Taiof,Papunesia,PG,-5.53333333333,154.633333333,Austronesian,Oceanic,0,L
2199,tag,tgl,Tagalog,Papunesia,PH,15.0,121.0,Austronesian,Greater Central Philippine,0,L
2200,tah,tah,Tahitian,Papunesia,PF,-17.6666666667,-149.583333333,Austronesian,Oceanic,0,L
2201,tai,thv,Tuareg (Air),Africa,NE,19.0,9.0,Afro-Asiatic,Berber,0,L
2202,taj,tgk,Tajik,Eurasia,TJ,38.6666666667,70.0,Indo-European,Iranian,0,L
2203,tak,tbc,Takia,Papunesia,PG,-4.66666666667,146.0,Austronesian,Oceanic,0,L
2204,tal,tlj,Talinga,Africa,CD UG,0.416666666667,29.6666666667,Niger-Congo,Bantoid,0,L
2205,tam,taj tge,Tamang (Eastern),Eurasia,NP,27.5,85.666666666667,Sino-Tibetan,Bodic,0,
2206,tan,tan,Tangale,Africa,NG,9.75,11.3333333333,Afro-Asiatic,West Chadic,0,L
2207,tao,tro,Tarao,Eurasia,IN,24.25,94.1666666667,Sino-Tibetan,Kuki-Chin,0,L
2208,tap,gpn,Taiap,Papunesia,PG,-4.08333333333,144.5,Gapun,Gapun,0,L
2209,tar,tae,Tariana,South America,BR,1.0,-69.1666666667,Arawakan,Inland Northern Arawakan,0,L
2210,tas,shi,Tashlhiyt,Africa,MA,31.0,-5.0,Afro-Asiatic,Berber,0,L
2211,tat,txx,Tatana',Papunesia,MY,5.5,115.5,Austronesian,North Borneo,0,L
2212,tau,tya,Tauya,Papunesia,PG,-5.75,145.333333333,Trans-New Guinea,Madang,0,L
2213,taw,tbo,Tawala,Papunesia,PG,-10.3333333333,150.666666667,Austronesian,Oceanic,0,L
2214,tay,cks,Tayo,Papunesia,NC,-22.0,166.333333333,other,Creoles and Pidgins,0,L
2215,taz,tly,Talysh (Azerbaijan),Eurasia,AZ,38.75,48.6666666667,Indo-European,Iranian,0,L
2216,tba,sst,Tabare,Papunesia,PG,-6.08333333333,145.0,Trans-New Guinea,Chimbu,0,L
2217,tbb,tub,Tübatulabal,North America,US,36.0,-118.333333333,Uto-Aztecan,California Uto-Aztecan,0,L
2218,tbe,tig,Tigré (Beni Amer),Africa,ER,15.5,38.0,Afro-Asiatic,Semitic,0,L
2219,tbl,tnm,Tabla,Papunesia,ID,-2.45,140.416666667,Sentani,Sentani,0,L
2220,tbo,tbl,Tboli,Papunesia,PH,6.16666666667,124.5,Austronesian,Bilic,0,L
2221,tbr,tby,Tabaru,Papunesia,ID,1.5,127.25,West Papuan,North Halmaheran,0,L
2222,tbs,tab,Tabassaran,Eurasia,RU,41.8333333333,47.9166666667,Nakh-Daghestanian,Lezgic,0,L
2223,tbt,tti,Tobati,Papunesia,ID,-2.58333333333,140.666666667,Austronesian,Oceanic,0,L
2224,tbu,dzg tuq,Tubu,Africa,TD NE,16.0,15.0,Saharan,Western Saharan,0,
2225,tbw,tap,Tabwa,Africa,CD ZM,-8.0,29.5,Niger-Congo,Bantoid,0,L
2226,tbx,skj,Tangbe,Eurasia,NP,28.9166666667,83.75,Sino-Tibetan,Bodic,0,L
2227,tce,tar,Tarahumara (Central),North America,MX,27.5,-107.5,Uto-Aztecan,Tarahumaran,0,L
2228,tda,tcx,Toda,Eurasia,IN,11.4166666667,76.75,Dravidian,Southern Dravidian,0,L
2229,tdi,bod,Tibetan (Dingri),Eurasia,CN,28.5,86.5,Sino-Tibetan,Bodic,0,L
2230,tdr,bod,Tibetan (Drokpa),Eurasia,CN,32.25,81.25,Sino-Tibetan,Bodic,0,L
2231,tec,ttc,Tectiteco,North America,GT MX,15.4166666667,-92.0833333333,Mayan,Mayan,0,L
2232,tee,tee,Tepehua (Huehuetla),North America,MX,20.5,-98.0,Totonacan,Totonacan,0,L
2233,teh,teh,Tehuelche,South America,AR,-48.0,-68.0,Chon,Chon Proper,0,L
2234,tel,tel,Telugu,Eurasia,IN,16.0,79.0,Dravidian,South-Central Dravidian,0,L
2235,tem,kdh,Tem,Africa,TG BJ GH,8.66666666667,0.5,Niger-Congo,Southern-Central Gur,0,L
2236,ten,tex,Tennet,Africa,SS,4.41666666667,32.5,Eastern Sudanic,Surmic,0,L
2237,teo,tio,Teop,Papunesia,PG,-5.66666666667,155.0,Austronesian,Oceanic,0,L
2238,tep,tpt,Tepehua (Tlachichilco),North America,MX,20.5833333333,-98.25,Totonacan,Totonacan,0,L
2239,ter,ttr,Tera,Africa,NG,11.0,11.8333333333,Afro-Asiatic,Biu-Mandara,0,L
2240,tes,teo,Teso,Africa,UG,1.83333333333,33.8333333333,Eastern Sudanic,Nilotic,0,L
2241,tet,tll,Tetela,Africa,CD,-4.0,24.0,Niger-Congo,Bantoid,0,L
2242,tew,tew,Tewa (Arizona),North America,US,35.8333333333,-110.416666667,Kiowa-Tanoan,Kiowa-Tanoan,0,L
2243,tex,kmz,Turkic (East-Central Xorasan),Eurasia,IR,37.0,59.0,Altaic,Turkic,0,L
2244,tga,hrc,Tangga,Papunesia,PG,-3.46666666667,153.2,Austronesian,Oceanic,0,L
2245,tgb,tbw,Tagbanwa (Aborlan),Papunesia,PH,9.5,118.5,Austronesian,Greater Central Philippine,0,L
2246,tgh,thv,Tuareg (Ghat),Africa,LY,25.0,10.1666666667,Afro-Asiatic,Berber,0,L
2247,tgk,tgc,Tigak,Papunesia,PG,-2.71666666667,150.8,Austronesian,Oceanic,0,L
2248,tgl,tsj,Tshangla,Eurasia,BT IN,27.8333333333,92.1666666667,Sino-Tibetan,Bodic,0,L
2249,tgn,tzn,Tugun,Papunesia,ID,-7.71666666667,126.75,Austronesian,Central Malayo-Polynesian,0,L
2250,tgo,tsv,Tsogo,Africa,GA,-1.5,11.3333333333,Niger-Congo,Bantoid,0,L
2251,tgp,swt,Tanglapui,Papunesia,ID,-8.28333333333,125.083333333,Timor-Alor-Pantar,Kolana-Tanglapui,0,L
2252,tgr,tig,Tigré,Africa,ER,16.5,38.5,Afro-Asiatic,Semitic,0,L
2253,tgw,txn,Tarangan (West),Papunesia,ID,-6.5,134.166666667,Austronesian,Central Malayo-Polynesian,0,L
2254,tha,tha,Thai,Eurasia,TH,16.0,101.0,Tai-Kadai,Kam-Tai,0,L
2255,thd,tcz,Thadou,Eurasia,IN MM,24.4166666667,93.9166666667,Sino-Tibetan,Kuki-Chin,0,L
2256,thk,ths,Thakali,Eurasia,NP,29.0,83.75,Sino-Tibetan,Bodic,0,L
2257,thn,thf,Thangmi,Eurasia,NP,27.75,86.0,Sino-Tibetan,Mahakiranti,0,L
2258,tho,thp,Thompson,North America,CA,49.75,-121.75,Salishan,Interior Salish,0,L
2259,thp,typ,Thaypan,Australia,AU,-14.8333333333,143.166666667,Pama-Nyungan,Northern Pama-Nyungan,0,L
2260,ths,tsq,Thai Sign Language,Eurasia,TH,15.0,101.0,other,Sign Languages,1,L
2261,tht,kps,Tehit,Papunesia,ID,-1.5,132.0,West Papuan,West Bird's Head,0,L
2262,thu,tdh,Thulung,Eurasia,NP,27.4166666667,86.5,Sino-Tibetan,Mahakiranti,0,L
2263,thw,ssf,Thao,Papunesia,TW,23.8833333333,120.916666667,Austronesian,Western Plains Austronesian,0,L
2264,thy,thd,Kuuk Thaayorre,Australia,AU,-14.5833333333,141.833333333,Pama-Nyungan,Northern Pama-Nyungan,0,L
2265,tia,tms,Tima,Africa,SD,11.6666666667,29.25,Kordofanian,Katla-Tima,0,L
2266,tib,bod,Tibetan (Standard Spoken),Eurasia,CN,30.0,91.0,Sino-Tibetan,Bodic,0,L
2267,tic,tca,Ticuna,South America,BR PE,-4.0,-70.5,,,0,L
2268,tid,tvo,Tidore,Papunesia,ID,0.75,127.5,West Papuan,North Halmaheran,0,L
2269,tif,tif,Tifal,Papunesia,PG,-5.0,141.333333333,Trans-New Guinea,Ok,0,L
2270,tig,tir,Tigrinya,Africa,ET ER,14.5,38.5,Afro-Asiatic,Semitic,0,L
2271,tik,tik,Tikar,Africa,CM,5.83333333333,11.6666666667,Niger-Congo,Bantoid,0,L
2272,til,til,Tillamook,North America,US,45.3333333333,-123.75,Salishan,Tillamook,0,X
2273,tim,tih,Timugon,Papunesia,MY,5.0,116.0,Austronesian,North Borneo,0,L
2274,tin,cir,Tinrin,Papunesia,NC,-21.6666666667,165.75,Austronesian,Oceanic,0,L
2275,tir,tri,Tiriyo,South America,SR BR,3.25,-55.75,Cariban,Cariban,0,L
2276,tis,bod,Tibetan (Shigatse),Eurasia,CN,29.0,89.0,Sino-Tibetan,Bodic,0,L
2277,tiv,tiv,Tiv,Africa,NG,7.5,9.0,Niger-Congo,Bantoid,0,L
2278,tiw,tiw,Tiwi,Australia,AU,-11.5,131.0,Tiwian,Tiwian,0,L
2279,tja,dih,Tiipay (Jamul),North America,MX US,32.1666666667,-116.5,Hokan,Yuman,0,L
2280,tke,tkl,Tokelauan,Papunesia,TK,-9.0,-172.0,Austronesian,Oceanic,0,L
2281,tki,bag,Tuki,Africa,CM,4.58333333333,11.5,Niger-Congo,Bantoid,0,L
2282,tkl,tkm,Takelma,North America,US,42.5,-123.0,,,0,
2283,tkm,tuk,Turkmen,Eurasia,TM,40.0,58.0,Altaic,Turkic,0,L
2284,tks,kkw,Teke (Southern),Africa,CG,-2.33333333333,14.5,Niger-Congo,Bantoid,0,L
2285,tla,ksd,Tolai,Papunesia,PG,-4.25,152.083333333,Austronesian,Oceanic,0,L
2286,tlb,nog,Tatar-Noghay (Alabugat),Eurasia,RU,47.4166666667,45.6666666667,Altaic,Turkic,0,L
2287,tld,tld,Talaud,Papunesia,ID,4.25,126.75,Austronesian,Sangiric,0,L
2288,tlf,tlf,Telefol,Papunesia,PG,-5.0,141.75,Trans-New Guinea,Ok,0,L
2289,tli,tli,Tlingit,North America,US,59.0,-135.0,Na-Dene,Tlingit,0,L
2290,tll,tuh,Taulil,Papunesia,PG,-4.41666666667,152.083333333,,,0,L
2291,tlo,tlb,Tobelo,Papunesia,ID,1.5,128.5,West Papuan,North Halmaheran,0,L
2292,tlp,tcf,Tlapanec,North America,MX,17.0833333333,-99.0,Oto-Manguean,Subtiaba-Tlapanec,0,L
2293,tls,tly,Talysh (Southern),Eurasia,IR,37.0,49.0,Indo-European,Iranian,0,L
2294,tma,tma,Tama,Africa,TD SD,14.5,22.0,Eastern Sudanic,Taman,0,L
2295,tmc,tjm,Timucua,North America,US,30.25,-82.5,,,0,
2296,tmg,tcg,Tamagario,Papunesia,ID,-6.41666666667,139.25,Kayagar,Kayagar,0,L
2297,tmi,tat,Tatar (Mishar),Eurasia,RU,55.5,49.0,Altaic,Turkic,0,L
2298,tmk,tmc,Tumak,Africa,TD,9.5,17.3333333333,Afro-Asiatic,East Chadic,0,L
2299,tml,tam,Tamil,Eurasia,IN LK,11.0,78.5,Dravidian,Southern Dravidian,0,L
2300,tmm,mla,Tamabo,Papunesia,VU,-15.6666666667,167.166666667,Austronesian,Oceanic,0,L
