ISO_codes,Name_x,status,cantidad de hablantes,country,IDH,coordinates,Population,Unnamed: 0,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
kac,Jingpho,0,940000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,jng,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
kac,Jingpho,0,940000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,jng,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
kac,Jingpho,0,940000,India,0.64,Point(83.0 22.8),1326093247,jng,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
kac,Jingpho,0,940000,Myanmar,0.578,Point(96.0 22.0),53370609,jng,Jingpho,Eurasia,25.4166666667,97.0,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,f009900,MM,,5.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,7.0,,,,5.0,5.0,,,4.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
kjg,Khmu,0,480000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1409517397,kmu,Khmu',Eurasia,21.0,102.0,kjg,Austro-Asiatic,Mon-Khmer,Khmuic,t000000,LA,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,9.0,,4.0,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,,,1.0,3.0,,4.0,,,,1.0,,,7.0,,2.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,7.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,2.0,,,4.0,,4.0,1.0,1.0,1.0
kjg,Khmu,0,480000,People's Republic of China,0.752,Point(103.451944444 35.844722222),1443497378,kmu,Khmu',Eurasia,21.0,102.0,kjg,Austro-Asiatic,Mon-Khmer,Khmuic,t000000,LA,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,9.0,,4.0,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,,,1.0,3.0,,4.0,,,,1.0,,,7.0,,2.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,7.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,2.0,,,4.0,,4.0,1.0,1.0,1.0
kjg,Khmu,0,480000,Laos,0.601,Point(104.0 18.2),6858160,kmu,Khmu',Eurasia,21.0,102.0,kjg,Austro-Asiatic,Mon-Khmer,Khmuic,t000000,LA,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,9.0,,4.0,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,,,1.0,3.0,,4.0,,,,1.0,,,7.0,,2.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,7.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,2.0,,,4.0,,4.0,1.0,1.0,1.0
kjg,Khmu,0,480000,Thailand,0.755,Point(101.0 14.0),65931550,kmu,Khmu',Eurasia,21.0,102.0,kjg,Austro-Asiatic,Mon-Khmer,Khmuic,t000000,LA,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,9.0,,4.0,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,,,1.0,3.0,,4.0,,,,1.0,,,7.0,,2.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,7.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,2.0,,,4.0,,4.0,1.0,1.0,1.0
kjg,Khmu,0,480000,Vietnam,0.6940000000000001,Point(108.0 16.0),94660000,kmu,Khmu',Eurasia,21.0,102.0,kjg,Austro-Asiatic,Mon-Khmer,Khmuic,t000000,LA,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,4.0,,1.0,7.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,9.0,,4.0,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,9.0,,,1.0,3.0,,4.0,,,,1.0,,,7.0,,2.0,2.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,,,7.0,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,3.0,2.0,,,4.0,,4.0,1.0,1.0,1.0
bak,Bashkir,0,1200000,Russia,0.816,Point(94.25 66.416666666),146804372,bsk,Bashkir,Eurasia,53.0,58.0,bak,Altaic,,Turkic,d0000dd,RU,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,7.0,8.0,1.0,5.0,1.0,5.0,4.0,,,,,,,,,2.0,,,,3.0,,,,2.0,,,1.0,5.0,5.0,,,3.0,,,,,,,1.0,,,,4.0,,1.0,,4.0,4.0,,2.0,2.0,,,,2.0,,,,,,,,,,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,2.0
lez,Lezgian,0,633610,Russia,0.816,Point(94.25 66.416666666),146804372,lez,Lezgian,Eurasia,41.6666666667,47.8333333333,lez,Nakh-Daghestanian,Daghestanian,Lezgic,cff6600,AZ RU,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,4.0,2.0,3.0,,5.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,8.0,4.0,6.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0
lez,Lezgian,0,633610,Azerbaijan,0.7509999999999999,Point(47.7 40.3),10127874,lez,Lezgian,Eurasia,41.6666666667,47.8333333333,lez,Nakh-Daghestanian,Daghestanian,Lezgic,cff6600,AZ RU,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,4.0,2.0,3.0,,5.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,8.0,4.0,6.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0
chv,Chuvash,0,1279650,Russia,0.816,Point(94.25 66.416666666),146804372,chv,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,Belarus,0.7979999999999999,Point(28.046666666 53.528333333),9349645,chv,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,Ukraine,0.747,Point(32.0 49.0),42558328,chv,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,Kazakhstan,0.8,Point(68.0 48.0),18276500,chv,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
chv,Chuvash,0,1279650,Uzbekistan,0.71,Point(66.0 41.0),33570609,chv,Chuvash,Eurasia,55.5,47.5,chv,Altaic,,Turkic,d0000dd,RU,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,5.0,5.0,5.0,1.0,1.0,3.0,,,,,,,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,5.0,7.0,1.0,5.0,5.0,,,2.0,,,,4.0,,,1.0,,,6.0,4.0,2.0,1.0,,4.0,4.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,3.0
btx,Batak Karo,1,600000,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,bkr,Batak (Karo),Papunesia,3.25,98.25,btx,Austronesian,,Northwest Sumatra-Barrier Islands,d99ffff,ID,2.0,6.0,3.0,2.0,1.0,,,2.0,3.0,4.0,,,2.0,,2.0,2.0,4.0,1.0,7.0,1.0,1.0,,,,1.0,,,4.0,5.0,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,13.0,10.0,,,4.0,1.0,7.0,4.0,,,,,,,,,14.0,,1.0,6.0,4.0,,1.0,3.0,7.0,,1.0,1.0,2.0,,,,,,,,,2.0,,1.0,3.0,3.0,1.0,1.0,1.0,5.0,,4.0,,3.0,4.0,5.0,,2.0,1.0,,,,6.0,,,2.0,2.0,1.0,2.0,1.0,9.0,,,1.0,2.0,2.0,2.0,,,,2.0,5.0,5.0,,2.0,1.0,,,,,2.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,,,1.0,,7.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0
iba,Iban,0,700000,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,iba,Iban,Papunesia,2.0,112.0,iba,Austronesian,,Malayo-Sumbawan,d990099,MY,,1.0,,,,,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,9.0,,4.0,,5.0,5.0,,,3.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,1.0,3.0,1.0,4.0,4.0,4.0,,,
iba,Iban,0,700000,Malaysia,0.802,Point(108.0 3.0),31624264,iba,Iban,Papunesia,2.0,112.0,iba,Austronesian,,Malayo-Sumbawan,d990099,MY,,1.0,,,,,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,9.0,,4.0,,5.0,5.0,,,3.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,1.0,3.0,1.0,4.0,4.0,4.0,,,
iba,Iban,0,700000,Brunei,0.853,Point(114.566667 4.4),428697,iba,Iban,Papunesia,2.0,112.0,iba,Austronesian,,Malayo-Sumbawan,d990099,MY,,1.0,,,,,,,,,,,,,,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,2.0,,,,9.0,,4.0,,5.0,5.0,,,3.0,,,,,,,,,,,2.0,,9.0,,,,,,4.0,,,,2.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,3.0,1.0,3.0,1.0,4.0,4.0,4.0,,,
ven,Venda,0,1064000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,ven,Venda,Africa,-22.0,30.0,ven,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA ZW,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,,
ven,Venda,0,1064000,Zimbabwe,0.535,Point(30.0 -19.0),16529904,ven,Venda,Africa,-22.0,30.0,ven,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA ZW,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,,
loz,Lozi,0,600000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,loz,Lozi,Africa,-17.8333333333,26.0,loz,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
loz,Lozi,0,600000,Zambia,0.588,Point(28.0 -14.0),17094130,loz,Lozi,Africa,-17.8333333333,26.0,loz,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
loz,Lozi,0,600000,Zimbabwe,0.535,Point(30.0 -19.0),16529904,loz,Lozi,Africa,-17.8333333333,26.0,loz,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
loz,Lozi,0,600000,Botswana,0.7170000000000001,Point(23.7 -22.2),2291661,loz,Lozi,Africa,-17.8333333333,26.0,loz,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,
