ISO_codes,Name_x,status,cantidad de hablantes,country,IDH,coordinates,Population,Unnamed: 0,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
cdo,Min Dong,0,9100000,Malaysia,0.802,Point(108.0 3.0),31624264,fuz,Fuzhou,Eurasia,26.0,119.5,cdo,Sino-Tibetan,,Chinese,f000000,CN MY TH,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
cdo,Min Dong,0,9100000,Taiwan,0.9109999999999999,Point(121.0 24.0),23593794,fuz,Fuzhou,Eurasia,26.0,119.5,cdo,Sino-Tibetan,,Chinese,f000000,CN MY TH,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
cdo,Min Dong,0,9100000,Brunei,0.853,Point(114.566667 4.4),428697,fuz,Fuzhou,Eurasia,26.0,119.5,cdo,Sino-Tibetan,,Chinese,f000000,CN MY TH,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
rif,Tarifit,0,4399000,Spain,0.8759999999999999,Point(-3.5 40.2),46733038,brf,Berber (Rif),Africa,34.5,-4.0,rif,Afro-Asiatic,,Berber,c66ff33,MA DZ,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,4.0,4.0,4.0,,,
rif,Tarifit,0,4399000,Algeria,0.754,Point(1.0 28.0),41318142,brf,Berber (Rif),Africa,34.5,-4.0,rif,Afro-Asiatic,,Berber,c66ff33,MA DZ,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,4.0,4.0,4.0,,,
rif,Tarifit,0,4399000,Morocco,0.667,Point(-6.0 32.0),36029138,brf,Berber (Rif),Africa,34.5,-4.0,rif,Afro-Asiatic,,Berber,c66ff33,MA DZ,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,4.0,4.0,4.0,,,
ayl,Libyan Arabic,0,4320500,Egypt,0.696,Point(29.0 27.0),94798827,ael,Arabic (Eastern Libyan),Africa,32.0,22.0,ayl,Afro-Asiatic,,Semitic,cdd0000,LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ayl,Libyan Arabic,0,4320500,Libya,0.706,Point(17.0 27.0),6678567,ael,Arabic (Eastern Libyan),Africa,32.0,22.0,ayl,Afro-Asiatic,,Semitic,cdd0000,LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ayl,Libyan Arabic,0,4320500,Niger,0.354,Point(10.0 17.0),21477348,ael,Arabic (Eastern Libyan),Africa,32.0,22.0,ayl,Afro-Asiatic,,Semitic,cdd0000,LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tir,Tigrinya,0,5800000,Ethiopia,0.46299999999999997,Point(40.0 9.0),104957438,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tir,Tigrinya,0,7507780,Ethiopia,0.46299999999999997,Point(40.0 9.0),104957438,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tir,Tigrinya,0,5800000,Eritrea,0.44,Point(38.25 15.483333),3497000,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tir,Tigrinya,0,7507780,Eritrea,0.44,Point(38.25 15.483333),3497000,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tir,Tigrinya,0,152000,Ethiopia,0.46299999999999997,Point(40.0 9.0),104957438,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tir,Tigrinya,0,152000,Eritrea,0.44,Point(38.25 15.483333),3497000,tig,Tigrinya,Africa,14.5,38.5,tir,Afro-Asiatic,,Semitic,cdd0000,ET ER,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,,,
tsn,Tswana,0,4500000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,tsw,Tswana,Africa,-24.0,26.0,tsn,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA BW,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsn,Tswana,0,4500000,Zimbabwe,0.535,Point(30.0 -19.0),16529904,tsw,Tswana,Africa,-24.0,26.0,tsn,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA BW,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsn,Tswana,0,4500000,Botswana,0.7170000000000001,Point(23.7 -22.2),2291661,tsw,Tswana,Africa,-24.0,26.0,tsn,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA BW,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsn,Tswana,0,4500000,Namibia,0.647,Point(17.0 -23.0),2533794,tsw,Tswana,Africa,-24.0,26.0,tsn,Niger-Congo,Benue-Congo,Bantoid,d0000dd,ZA BW,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sot,Sesotho,0,6000000,South Africa,0.6990000000000001,Point(24.0 -29.0),59622350,ses,Sesotho,Africa,-28.0,27.0,sot,Niger-Congo,Benue-Congo,Bantoid,d0000dd,LS ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,1.0,3.0,,,,,,6.0,2.0,,,,1.0,2.0,2.0,3.0,,,,,,,,,,,,4.0,5.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,6.0,,,4.0,4.0,4.0,,,
sot,Sesotho,0,6000000,Lesotho,0.52,Point(28.25 -29.55),2233339,ses,Sesotho,Africa,-28.0,27.0,sot,Niger-Congo,Benue-Congo,Bantoid,d0000dd,LS ZA,,4.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,1.0,3.0,,,,,,6.0,2.0,,,,1.0,2.0,2.0,3.0,,,,,,,,,,,,4.0,5.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,,,,,6.0,,,4.0,4.0,4.0,,,
kab,Kabyle,0,5586000,Algeria,0.754,Point(1.0 28.0),41318142,kbl,Kabyle,Africa,36.5,5.0,kab,Afro-Asiatic,,Berber,c66ff33,DZ,,,,,,,,,,,,,,,,,6.0,,,,6.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,,,,,,,,,,,,,,,,,22.0,1.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,,1.0,,,,,,6.0,,,4.0,4.0,4.0,,,
ckb,Sorani,0,7250000,Iran,0.7979999999999999,Point(53.0 32.0),79966230,krd,Kurdish (Central),Eurasia,36.0,44.0,ckb,Indo-European,,Iranian,cff66ff,IR IQ,2.0,2.0,5.0,3.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,3.0,,,,3.0,,,,2.0,6.0,4.0,,3.0,3.0,,,3.0,,,,,6.0,,,,3.0,,4.0,,9.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,4.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,6.0,1.0,2.0,1.0,,1.0,,,,,1.0,,2.0,1.0,2.0,2.0,2.0,,,2.0
ckb,Sorani,0,7250000,Iraq,0.685,Point(43.0 33.0),38274618,krd,Kurdish (Central),Eurasia,36.0,44.0,ckb,Indo-European,,Iranian,cff66ff,IR IQ,2.0,2.0,5.0,3.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,3.0,,,,3.0,,,,2.0,6.0,4.0,,3.0,3.0,,,3.0,,,,,6.0,,,,3.0,,4.0,,9.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,4.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,6.0,1.0,2.0,1.0,,1.0,,,,,1.0,,2.0,1.0,2.0,2.0,2.0,,,2.0
pst,Central Pashto,0,6520000,Pakistan,0.562,Point(71.0 30.0),216565318,psh,Pashto,Eurasia,33.0,67.0,pst,Indo-European,,Iranian,cff66ff,PK AF,,,,,,,,,,,,,,,,2.0,1.0,,,,6.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,1.0,7.0,1.0,5.0,1.0,1.0,4.0,,,,,,,,,2.0,1.0,,,2.0,2.0,2.0,3.0,2.0,,,,5.0,5.0,,,4.0,,,,,,2.0,1.0,,,3.0,4.0,3.0,1.0,,6.0,2.0,,,4.0,,,,2.0,,,,,,,,,,2.0,3.0,,,,,,,,,,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,6.0,2.0,1.0,1.0,2.0,1.0,,,2.0
acw,Hijazi Arabic,0,6031700,Saudi Arabia,0.853,Point(44.116667 23.716667),33000000,arh,Arabic (Hijazi),Eurasia,26.0,38.0,acw,Afro-Asiatic,,Semitic,cdd0000,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mos,Mossi,0,5036700,Mali,0.42700000000000005,Point(-4.0 17.0),18541980,moo,Mooré,Africa,12.833333333299999,-1.25,mos,Niger-Congo,Gur,Northern-Central Gur,f646464,BF,,1.0,,,,,,,,,,,1.0,4.0,,,6.0,,,,1.0,5.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,1.0,,4.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,3.0,,,,,,,,,,,2.0,,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,,,,,,,,,,2.0,2.0,3.0,5.0,,4.0,,,
mos,Mossi,0,5036700,Togo,0.503,Point(1.183333 8.25),7797694,moo,Mooré,Africa,12.833333333299999,-1.25,mos,Niger-Congo,Gur,Northern-Central Gur,f646464,BF,,1.0,,,,,,,,,,,1.0,4.0,,,6.0,,,,1.0,5.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,1.0,,4.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,3.0,,,,,,,,,,,2.0,,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,,,,,,,,,,2.0,2.0,3.0,5.0,,4.0,,,
mos,Mossi,0,5036700,Burkina Faso,0.423,Point(-2.066667 12.266667),19193382,moo,Mooré,Africa,12.833333333299999,-1.25,mos,Niger-Congo,Gur,Northern-Central Gur,f646464,BF,,1.0,,,,,,,,,,,1.0,4.0,,,6.0,,,,1.0,5.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,1.0,,4.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,3.0,,,,,,,,,,,2.0,,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,,,,,,,,,,2.0,2.0,3.0,5.0,,4.0,,,
lua,Luba-Kasai,0,6300000,Angola,0.581,Point(17.35 -12.35),29784193,blu,Bena-Lulua,Africa,-6.0,21.0,lua,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,4.0,,,
lua,Luba-Kasai,0,6300000,Angola,0.581,Point(17.35 -12.35),29784193,cil,CiLuba,Africa,-6.0,22.0,lua,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
lua,Luba-Kasai,0,6300000,Democratic Republic of the Congo,0.457,Point(23.656 -2.88),86790567,blu,Bena-Lulua,Africa,-6.0,21.0,lua,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,4.0,,4.0,,,
lua,Luba-Kasai,0,6300000,Democratic Republic of the Congo,0.457,Point(23.656 -2.88),86790567,cil,CiLuba,Africa,-6.0,22.0,lua,Niger-Congo,Benue-Congo,Bantoid,d0000dd,CD,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
umb,Umbundu,0,6000000,Angola,0.581,Point(17.35 -12.35),29784193,umb,UMbundu,Africa,-12.5,15.0,umb,Niger-Congo,Benue-Congo,Bantoid,d0000dd,AO,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
suk,Sukuma,0,5430000,Tanzania,0.5379999999999999,Point(34.854 -6.307),57310019,skm,Sukuma,Africa,-2.83333333333,32.0,suk,Niger-Congo,Benue-Congo,Bantoid,d0000dd,TZ,,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,20.0,,,14.0,,9.0,,4.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ilo,Ilocano,0,7000000,Philippines,0.6990000000000001,Point(123.0 12.0),100981437,ilo,Ilocano,Papunesia,16.0,121.0,ilo,Austronesian,,Northern Luzon,cffffff,PH,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,4.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,3.0,,1.0,,4.0,,3.0,,,
