ID,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Lexifier,Num_Speakers,Abandono,Pidgin/Creole
rov,Roviana,Papunesia,-8.25,157.333333333,rug,Austronesian,Eastern Malayo-Polynesian,rug,SB,,1.0,,,,,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,6.0,,1.0,,4.0,4.0,,,,,,,0.0
rpa,Rang Pas,Eurasia,30.3333333333,79.3333333333,bod,Sino-Tibetan,Tibeto-Burman,bod,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,0.0
rru,Runyoro-Rutooro,Africa,1.5,31.3333333333,nyo,Niger-Congo,Benue-Congo,nyo,UG,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,4.0,,,,,,,0.0
rsc,Romansch (Scharans),Eurasia,46.75,9.5,roh,Indo-European,,roh,CH,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
rse,Romani (Sepecides),,38.25,27.0,,Indo-European,,,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rsh,Shughni,Eurasia,38.1666666667,71.5,sgh,Indo-European,,sgh,AF TJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rsl,Russian Sign Language,Eurasia,56.0,44.0,rsl,other,,rsl,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rsm,Romansch (Surmeiran),Eurasia,46.5833333333,9.75,roh,Indo-European,,roh,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rsu,Romansch (Sursilvan),Eurasia,46.6666666667,8.83333333333,roh,Indo-European,,roh,CH,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,21.0,,,12.0,,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,4.0,4.0,,,,,,,0.0
rti,Roti,Papunesia,-10.6666666667,123.25,twu,Austronesian,,twu,ID,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rtk,Rotokas,Papunesia,-6.0,155.166666667,roo,West Bougainville,,roo,PG,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0
ruk,Rukai (Tanan),Papunesia,22.8333333333,120.833333333,dru,Austronesian,,dru,TW,,2.0,,,,,,,,,,,,,,2.0,3.0,,,,6.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,,,,,1.0,5.0,3.0,,,,,,,,,4.0,1.0,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,,4.0,,9.0,,,,1.0,,2.0,,,,2.0,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,7.0,2.0,2.0,2.0,,2.0,2.0,3.0,1.0,1.0,2.0,7.0,2.0,2.0,,,,,1.0,6.0,2.0,,4.0,5.0,5.0,,,,,,,0.0
rum,Rumu,Papunesia,-7.16666666667,144.25,klq,Turama-Kikorian,,klq,PG,,5.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,,,,,,,2.0,2.0,5.0,1.0,1.0,2.0,,,,,,,0.0
run,Runga,Africa,10.3333333333,21.0,rou,Maban,,rou,CF TD,,2.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,4.0,,1.0,2.0,4.0,19.0,,,,,,,,,,,17.0,,,15.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,,1.0,,1.0,,,,,,6.0,,5.0,1.0,2.0,2.0,,,,,,,0.0
rus,Russian,Eurasia,56.0,38.0,rus,Indo-European,,rus,RU,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,,1.0,7.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,1.0,5.0,6.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,6.0,4.0,5.0,5.0,3.0,,5.0,3.0,2.0,1.0,,3.0,2.0,1.0,2.0,2.0,6.0,4.0,6.0,1.0,3.0,7.0,5.0,1.0,,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,,,,0.0
rut,Rutul,Eurasia,41.5,47.4166666667,rut,Nakh-Daghestanian,Daghestanian,rut,AZ RU,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,,,,,,,,,3.0,,,,2.0,,,,2.0,,,1.0,,,,,5.0,,,,,,,,,,,4.0,,1.0,,,,,,4.0,,,,2.0,,,,,,,,,,4.0,4.0,,,,1.0,,,,2.0,2.0,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,0.0
rwa,Rawa,Papunesia,-5.83333333333,146.0,rwo,Trans-New Guinea,,rwo,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,14.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,2.0,6.0,2.0,,,,,,,,,,,2.0,,,,2.0,,,2.0,,,,0.0
rwe,Romani (Welsh),Eurasia,52.0,-4.0,rmw,Indo-European,,rmw,GB,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,19.0,,1.0,1.0,4.0,19.0,,,15.0,,,18.0,,,,,,,,,,,,,23.0,16.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,7.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,1.0,,1.0,4.0,4.0,3.0,,,,,,,0.0
ryu,Shuri,Eurasia,26.5,127.5,ryu,Japanese,,ryu,JP,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.0,2.0,,1.0,,,,,,,,,0.0
saa,Sa'a,Papunesia,-9.61666666667,161.45,apb,Austronesian,Eastern Malayo-Polynesian,apb,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0
sab,Sa'ban,Papunesia,3.66666666667,115.666666667,snv,Austronesian,,snv,ID,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
sae,Saek,Eurasia,17.4166666667,104.75,skb,Tai-Kadai,,skb,LA TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
sah,Sahu,Papunesia,1.16666666667,127.5,saj,West Papuan,,saj,ID,2.0,1.0,5.0,2.0,2.0,,,2.0,,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,4.0,1.0,4.0,16.0,,,13.0,5.0,,,4.0,8.0,1.0,1.0,,,,,,,,,,,,,,,5.0,8.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,6.0,,,,,,,,9.0,,,,,,,,,,,,,2.0,,,,2.0,,,,9.0,,,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,3.0,6.0,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
sak,Sakao,Papunesia,-15.1666666667,167.083333333,sku,Austronesian,Eastern Malayo-Polynesian,sku,VU,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,1.0,3.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
sal,Salinan,North America,36.0,-121.0,sln,,,sln,US,2.0,,5.0,2.0,3.0,,,2.0,,,,,,,,,6.0,,,,2.0,,1.0,1.0,,2.0,1.0,,,,,,,,2.0,,2.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,14.0,8.0,,,3.0,4.0,4.0,18.0,,,14.0,,23.0,,,6.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,2.0,,,,,,,,,6.0,,,,3.0,,,,7.0,,,,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,2.0,2.0,6.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,2.0,6.0,,,4.0,,5.0,,,,,,,0.0
sam,Samoan,Papunesia,-13.9166666667,-171.833333333,smo,Austronesian,Eastern Malayo-Polynesian,smo,AS WS,1.0,,1.0,1.0,1.0,,,2.0,3.0,4.0,,,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,2.0,3.0,,,5.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,4.0,4.0,16.0,3.0,,,,,,,,,,,,,,,,,,5.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,7.0,,5.0,,1.0,1.0,,,,,3.0,1.0,3.0,6.0,,2.0,,2.0,,,,9.0,2.0,3.0,3.0,2.0,,4.0,2.0,1.0,1.0,,,,5.0,2.0,,,,,,1.0,,,,,,,,,,,4.0,5.0,,3.0,7.0,2.0,2.0,2.0,,2.0,2.0,2.0,6.0,3.0,,1.0,,1.0,,,,,3.0,1.0,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
san,Sango,Africa,5.0,18.0,sag,Niger-Congo,Adamawa-Ubangi,sag,CF,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,8.0,5.0,1.0,,,,2.0,1.0,7.0,,1.0,4.0,,,1.0,,,4.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,2.0,1.0,2.0,1.0,,2.0,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,1.0,5.0,6.0,1.0,4.0,2.0,5.0,2.0,6.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,,3.0,,3.0,1.0,,,1.0,6.0,2.0,2.0,,2.0,1.0,4.0,1.0,9.0,1.0,,,,,4.0,2.0,1.0,1.0,2.0,,,2.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,,2.0,3.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,,,,0.0
sao,Saho,Africa,14.75,39.75,ssy,Afro-Asiatic,Cushitic,ssy,ET ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sap,Sapuan,Eurasia,15.1666666667,106.833333333,spu,Austro-Asiatic,Mon-Khmer,spu,LA,,5.0,,,,1.0,,,,,,,,,,,,1.0,7.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,2.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,0.0
sar,Sare,Papunesia,-4.5,143.166666667,dju,Sepik,,dju,PG,,2.0,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,2.0,2.0,4.0,20.0,,,,,,,,,,,15.0,6.0,,,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,5.0,5.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,6.0,2.0,1.0,1.0,1.0,1.0,,,,,,,0.0
sav,Savi,Eurasia,35.0,71.5,sdg,Indo-European,,sdg,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,5.0,1.0,,1.0,,,,,,,0.0
saw,Sawu,Papunesia,-11.5,121.916666667,hvn,Austronesian,,hvn,ID,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,1.0,7.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,6.0,,,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
say,Sayula Popoluca,North America,17.8333333333,-95.0,pos,Mixe-Zoque,,pos,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sba,Sáliba (in Colombia),South America,6.0,-70.0,slc,Sáliban,,slc,CO VR,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,4.0,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,0.0
sbg,Sama (Balangingi),Papunesia,6.16666666667,121.833333333,sse,Austronesian,,sse,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
sch,Saanich,North America,48.5833333333,-123.416666667,str,Salishan,,str,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
scr,Serbian-Croatian,Eurasia,44.0,19.0,,Indo-European,,bos hrv srp,RS BA HR,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,5.0,2.0,2.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,1.0,5.0,5.0,5.0,,,,,,,,,,,,2.0,,,,,,,,2.0,6.0,,,5.0,5.0,,,,,,,1.0,,,1.0,,,5.0,,6.0,1.0,,7.0,,,,4.0,,,,,,,,1.0,,,,,,5.0,,1.0,1.0,4.0,,2.0,1.0,1.0,,,3.0,1.0,,1.0,2.0,,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,,1.0,4.0,,3.0,,,,,,,0.0
scs,Saami (Central-South),Eurasia,64.6666666667,16.75,sma,Uralic,Finno-Ugric,sma,SE,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
sdh,Sindhi,Eurasia,26.0,69.0,snd,Indo-European,,snd,PK IN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,,1.0,1.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
sdw,Sandawe,Africa,-5.0,35.0,sad,,,sad,TZ,,1.0,,,,,,,,,,,,,,,1.0,,,,,4.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,1.0,2.0,5.0,,,,,4.0,4.0,5.0,2.0,2.0,,,,2.0,,,,2.0,3.0,,,3.0,1.0,,,5.0,,,,,,,,,,,2.0,,6.0,,,,1.0,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,1.0,,4.0,,,,,,,,,2.0,,1.0,,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,1.0,,,,,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,0.0
