languageLabel,ISO,countryLabel,countryISO,Ethnologe_statusLabel,number_of_speaker,coordinates,HDI,population,country_coordinates
Bolongan,blj,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Pa'O,blk,Myanmar,MMR,5 Developing,,,0.578,53370609,Point(96.0 22.0)
Pa'O,blk,Thailand,THA,5 Developing,,,0.755,65931550,Point(101.0 14.0)
Beli,blm,South Sudan,SSD,5 Developing,,,0.388,12575714,Point(30.0 7.0)
Southern Catanduanes Bikol,bln,Philippines,PHL,6a Vigorous,,,0.699,100981437,Point(123.0 12.0)
Anii,blo,Togo,TGO,5 Developing,,,0.503,7797694,Point(1.183333 8.25)
Anii,blo,Benin,BEN,5 Developing,,,0.515,11175692,Point(2.183333333 8.833333333)
Blablanga,blp,Solomon Islands,SLB,6b Threatened,,,0.546,611343,Point(159.816666666 -9.466666666)
Baluan-Pam,blq,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Blang,blr,People's Republic of China,CHN,6a Vigorous,,,0.752,1409517397,Point(103.451944444 35.844722222)
Blang,blr,People's Republic of China,CHN,6a Vigorous,,,0.752,1443497378,Point(103.451944444 35.844722222)
Blang,blr,Myanmar,MMR,6a Vigorous,,,0.578,53370609,Point(96.0 22.0)
Blang,blr,Thailand,THA,6a Vigorous,,,0.755,65931550,Point(101.0 14.0)
Balaesang,bls,Indonesia,IDN,7 Shifting,3200,,0.694,270625568,Point(118.0 -2.0)
Tai Dam,blt,People's Republic of China,CHN,5 Developing,760000,,0.752,1409517397,Point(103.451944444 35.844722222)
Tai Dam,blt,People's Republic of China,CHN,5 Developing,760000,,0.752,1443497378,Point(103.451944444 35.844722222)
Tai Dam,blt,Laos,LAO,5 Developing,760000,,0.601,6858160,Point(104.0 18.2)
Tai Dam,blt,Thailand,THA,5 Developing,760000,,0.755,65931550,Point(101.0 14.0)
Tai Dam,blt,Vietnam,VNM,5 Developing,760000,,0.694,94660000,Point(108.0 16.0)
Bolo,blv,Angola,AGO,6a Vigorous,,,0.581,29784193,Point(17.35 -12.35)
Balangao,blw,Philippines,PHL,4 Educational,,Point(121.166666667 17.166666666),0.699,100981437,Point(123.0 12.0)
Mag-indi,blx,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Notre,bly,Benin,BEN,6b Threatened,,,0.515,11175692,Point(2.183333333 8.833333333)
Balantak,blz,Indonesia,IDN,5 Developing,,Point(123.25 -0.833333333),0.694,270625568,Point(118.0 -2.0)
Lame,bma,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Bembe,bmb,Tanzania,TZA,5 Developing,,,0.538,57310019,Point(34.854 -6.307)
Bembe,bmb,Democratic Republic of the Congo,COD,5 Developing,,,0.457,86790567,Point(23.656 -2.88)
Biem,bmc,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Baga Manduri,bmd,Guinea,GIN,6b Threatened,,,0.459,12717176,Point(-11.0 10.0)
Limassa,bme,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Bom,bmf,Sierra Leone,SLE,8b Nearly Extinct,,,0.419,7557212,Point(-12.1 8.5)
Bamwe,bmg,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Kein,bmh,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Bagirmi,bmi,Chad,TCD,3 Wider Communication,44800,Point(16.0 11.666666666),0.404,15477751,Point(19.4 15.466667)
Bote-Majhi,bmj,Nepal,NPL,6b Threatened,,,0.574,30327877,Point(84.0 28.0)
Ghayavi,bmk,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Bomboli,bml,Democratic Republic of the Congo,COD,6b Threatened,,,0.457,86790567,Point(23.656 -2.88)
Northern Betsimisaraka Malagasy,bmm,Madagascar,MDG,6a Vigorous,,,0.519,25570895,Point(47.0 -20.0)
Bina,bmn,Papua New Guinea,PNG,10 Extinct,,,0.555,8935000,Point(147.0 -6.3)
Bambalang,bmo,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Bulgebi,bmp,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Bomu,bmq,Mali,MLI,5 Developing,,,0.427,18541980,Point(-4.0 17.0)
Bomu,bmq,Burkina Faso,BFA,5 Developing,,,0.423,19193382,Point(-2.066667 12.266667)
Muinane,bmr,Colombia,COL,7 Shifting,,Point(-72.5 -1.0),0.747,49065615,Point(-74.0 4.0)
Bilma Kanuri,bms,Niger,NER,6a Vigorous,,,0.354,21477348,Point(10.0 17.0)
Biao Mon,bmt,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Biao Mon,bmt,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Burum,bmu,Papua New Guinea,PNG,4 Educational,,Point(147.333333333 -6.5),0.555,8935000,Point(147.0 -6.3)
Bum,bmv,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Bomwali,bmw,Republic of the Congo,COG,6a Vigorous,,,0.606,5260750,Point(15.383330555 -0.75)
Bomwali,bmw,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
Baimak,bmx,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Baramu,bmz,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Bonerate,bna,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Bookan,bnb,Malaysia,MYS,7 Shifting,,,0.802,31624264,Point(108.0 3.0)
Banda,bnd,Indonesia,IDN,7 Shifting,2486,,0.694,270625568,Point(118.0 -2.0)
Bintauna,bne,Indonesia,IDN,6b Threatened,11200,,0.694,270625568,Point(118.0 -2.0)
Bintauna,bne,Indonesia,IDN,6b Threatened,12000,,0.694,270625568,Point(118.0 -2.0)
Masiwang,bnf,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Benga,bng,Equatorial Guinea,GNQ,6b Threatened,,Point(9.416666666 1.166666666),0.591,1267689,Point(10.0 1.5)
Benga,bng,Gabon,GAB,6b Threatened,,Point(9.416666666 1.166666666),0.702,2025137,Point(11.5 -0.683330555)
Bangi,bni,Republic of the Congo,COG,6a Vigorous,,Point(17.333333333 -1.333333333),0.606,5260750,Point(15.383330555 -0.75)
Bangi,bni,Democratic Republic of the Congo,COD,6a Vigorous,,Point(17.333333333 -1.333333333),0.457,86790567,Point(23.656 -2.88)
Eastern Tawbuid,bnj,Philippines,PHL,6b Threatened,,,0.699,100981437,Point(123.0 12.0)
Bierebo,bnk,Vanuatu,VUT,6b Threatened,,,0.603,276244,Point(168.016669444 -16.633330555)
Boon,bnl,Somalia,SOM,8a Moribund,,,,11031386,Point(47.0 6.0)
Noho,bnm,Equatorial Guinea,GNQ,6b Threatened,,,0.591,1267689,Point(10.0 1.5)
Noho,bnm,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Bunun,bnn,Taiwan,TWN,5 Developing,,,0.911,23593794,Point(121.0 24.0)
Bantoanon,bno,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Bantoanon,bno,Philippines,PHL,,,,0.699,100981437,Point(123.0 12.0)
Bola,bnp,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Bantik,bnq,Indonesia,IDN,8a Moribund,,Point(124.75 1.416666666),0.694,270625568,Point(118.0 -2.0)
Butmas,bnr,Vanuatu,VUT,6a Vigorous,,,0.603,276244,Point(168.016669444 -16.633330555)
Bundeli,bns,India,IND,5 Developing,,,0.64,1326093247,Point(83.0 22.8)
Bentong,bnu,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Bonerif,bnv,Indonesia,IDN,7 Shifting,,,0.694,270625568,Point(118.0 -2.0)
Bisis,bnw,Papua New Guinea,PNG,5 Developing,,Point(143.144677 -4.46974),0.555,8935000,Point(147.0 -6.3)
Bangubangu,bnx,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Bintulu,bny,Malaysia,MYS,6b Threatened,,,0.802,31624264,Point(108.0 3.0)
Beezen,bnz,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Bora,boa,Peru,PER,7 Shifting,,Point(-72.333333333 -2.166666666),0.75,29381884,Point(-76.0 -9.4)
Bora,boa,Colombia,COL,7 Shifting,,Point(-72.333333333 -2.166666666),0.747,49065615,Point(-74.0 4.0)
Aweer,bob,Kenya,KEN,6a Vigorous,,,0.548,48468138,Point(38.0 0.1)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(79.333333333 30.333333333),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(79.0 30.833333333),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(78.0 32.25),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(81.25 32.25),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(86.5 28.5),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(89.0 29.0),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(91.0 30.0),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(91.5 29.833333333),0.752,1409517397,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(79.333333333 30.333333333),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(79.0 30.833333333),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(78.0 32.25),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(81.25 32.25),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(86.5 28.5),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(89.0 29.0),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(91.0 30.0),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,People's Republic of China,CHN,2 Provincial,1200000,Point(91.5 29.833333333),0.752,1443497378,Point(103.451944444 35.844722222)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(79.333333333 30.333333333),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(79.0 30.833333333),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(78.0 32.25),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(81.25 32.25),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(86.5 28.5),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(89.0 29.0),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(91.0 30.0),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,India,IND,2 Provincial,1200000,Point(91.5 29.833333333),0.64,1326093247,Point(83.0 22.8)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(79.333333333 30.333333333),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(79.0 30.833333333),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(78.0 32.25),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(81.25 32.25),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(86.5 28.5),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(89.0 29.0),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(91.0 30.0),0.574,30327877,Point(84.0 28.0)
Tibetan,bod,Nepal,NPL,2 Provincial,1200000,Point(91.5 29.833333333),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(86.5 28.5),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(89.0 29.0),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(91.0 30.0),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(91.5 29.833333333),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(86.5 28.5),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(89.0 29.0),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(91.0 30.0),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(91.5 29.833333333),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,India,IND,,,Point(86.5 28.5),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(89.0 29.0),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(91.0 30.0),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(91.5 29.833333333),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,Nepal,NPL,,,Point(81.25 32.25),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(86.5 28.5),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(89.0 29.0),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(91.0 30.0),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(91.5 29.833333333),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(79.333333333 30.333333333),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(79.0 30.833333333),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(78.0 32.25),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(81.25 32.25),0.752,1409517397,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(79.333333333 30.333333333),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(79.0 30.833333333),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(78.0 32.25),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,People's Republic of China,CHN,,,Point(81.25 32.25),0.752,1443497378,Point(103.451944444 35.844722222)
Central Tibetan,bod,India,IND,,,Point(79.333333333 30.333333333),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(79.0 30.833333333),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(78.0 32.25),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,India,IND,,,Point(81.25 32.25),0.64,1326093247,Point(83.0 22.8)
Central Tibetan,bod,Nepal,NPL,,,Point(79.333333333 30.333333333),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(79.0 30.833333333),0.574,30327877,Point(84.0 28.0)
Central Tibetan,bod,Nepal,NPL,,,Point(78.0 32.25),0.574,30327877,Point(84.0 28.0)
Mundabli,boe,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Bolon,bof,Mali,MLI,6a Vigorous,,,0.427,18541980,Point(-4.0 17.0)
Bolon,bof,Burkina Faso,BFA,6a Vigorous,,,0.423,19193382,Point(-2.066667 12.266667)
Bamako Sign Language,bog,Mali,MLI,6a Vigorous,,,0.427,18541980,Point(-4.0 17.0)
Boma,boh,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Barbareño,boi,United States of America,USA,9 Reawakening,,Point(-120.25 34.5),0.92,331449281,Point(-98.5795 39.828175)
Anjam,boj,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Bonjo,bok,Republic of the Congo,COG,7 Shifting,,,0.606,5260750,Point(15.383330555 -0.75)
Bole,bol,Nigeria,NGA,6a Vigorous,,Point(11.25 11.333333333),0.532,190886311,Point(8.0 9.0)
Berom,bom,Nigeria,NGA,5 Developing,,Point(8.833333333 9.666666666),0.532,190886311,Point(8.0 9.0)
Bine,bon,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Tiemacewe Bozo,boo,Mali,MLI,6a Vigorous,,,0.427,18541980,Point(-4.0 17.0)
Bonkiman,bop,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Pogaya,boq,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Bororo,bor,Brazil,BRA,6b Threatened,,Point(-57.0 -16.0),0.754,210147125,Point(-53.0 -14.0)
Bosnian,bos,Turkey,TUR,1 National,3500000,Point(18.0 43.0),0.82,83614362,Point(36.0 39.0)
Bosnian,bos,Turkey,TUR,1 National,3500000,Point(19.0 44.0),0.82,83614362,Point(36.0 39.0)
Bosnian,bos,Croatia,HRV,1 National,3500000,Point(18.0 43.0),0.831,4105493,Point(15.466667 45.25)
Bosnian,bos,Croatia,HRV,1 National,3500000,Point(19.0 44.0),0.831,4105493,Point(15.466667 45.25)
Bosnian,bos,Bosnia and Herzegovina,BIH,1 National,3500000,Point(18.0 43.0),0.733,3507017,Point(18.0 44.0)
Bosnian,bos,Bosnia and Herzegovina,BIH,1 National,3500000,Point(19.0 44.0),0.733,3507017,Point(18.0 44.0)
Bosnian,bos,Montenegro,MNE,1 National,3500000,Point(18.0 43.0),0.802,622359,Point(19.216667 42.766667)
Bosnian,bos,Montenegro,MNE,1 National,3500000,Point(19.0 44.0),0.802,622359,Point(19.216667 42.766667)
Bongo,bot,South Sudan,SSD,6a Vigorous,,Point(28.5 7.5),0.388,12575714,Point(30.0 7.0)
Bondei,bou,Tanzania,TZA,6b Threatened,,,0.538,57310019,Point(34.854 -6.307)
Bowili,bov,Ghana,GHA,5 Developing,,,0.592,26908262,Point(-0.5 8.0)
Rema,bow,Papua New Guinea,PNG,8b Nearly Extinct,,,0.555,8935000,Point(147.0 -6.3)
Bwamu,box,Burkina Faso,BFA,5 Developing,,,0.423,19193382,Point(-2.066667 12.266667)
Bodo,boy,Central African Republic,CAF,8b Nearly Extinct,,,0.367,4659080,Point(20.9 6.7)
Tiéyaxo Bozo,boz,Mali,MLI,5 Developing,,Point(-4.0 15.0),0.427,18541980,Point(-4.0 17.0)
Daakaka,bpa,Vanuatu,VUT,6a Vigorous,,,0.603,276244,Point(168.016669444 -16.633330555)
Banda-Banda,bpd,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Bauni,bpe,Papua New Guinea,PNG,,,,0.555,8935000,Point(147.0 -6.3)
Bonggo,bpg,Indonesia,IDN,8a Moribund,,,0.694,270625568,Point(118.0 -2.0)
Botlikh,bph,Russia,RUS,6b Threatened,210,,0.816,146804372,Point(94.25 66.416666666)
Bagupi,bpi,Papua New Guinea,PNG,7 Shifting,,,0.555,8935000,Point(147.0 -6.3)
Binji,bpj,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Orowe,bpk,France,FRA,7 Shifting,,,0.888,66628000,Point(2.0 47.0)
Orowe,bpk,New Caledonia,NCL,7 Shifting,,,,278500,Point(165.3 -21.25)
Broome Pearling Lugger Pidgin,bpl,Australia,AUS,9 Second language only,45,,0.939,24511800,Point(137.0 -28.0)
Biyom,bpm,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Dzao Min,bpn,People's Republic of China,CHN,6a Vigorous,,,0.752,1409517397,Point(103.451944444 35.844722222)
Dzao Min,bpn,People's Republic of China,CHN,6a Vigorous,,,0.752,1443497378,Point(103.451944444 35.844722222)
Anasi,bpo,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Kaure,bpp,Indonesia,IDN,8a Moribund,,Point(140.083333333 -3.416666666),0.694,270625568,Point(118.0 -2.0)
Banda Malay,bpq,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Koronadal Blaan,bpr,Philippines,PHL,5 Developing,,Point(125.333333333 6.0),0.699,100981437,Point(123.0 12.0)
Sarangani Blaan,bps,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Barrow Point,bpt,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Bongu,bpu,Papua New Guinea,PNG,6a Vigorous,,Point(145.916666667 -5.5),0.555,8935000,Point(147.0 -6.3)
Bian Marind,bpv,Indonesia,IDN,7 Shifting,,,0.694,270625568,Point(118.0 -2.0)
Bo,bpw,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Palya Bareli,bpx,India,IND,6a Vigorous,,,0.64,1326093247,Point(83.0 22.8)
Bishnupriya Manipuri,bpy,India,IND,4 Educational,117500,,0.64,1326093247,Point(83.0 22.8)
Bishnupriya Manipuri,bpy,Bangladesh,BGD,4 Educational,117500,,0.632,165775000,Point(89.866667 24.016667)
Bilba,bpz,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Tchumbuli,bqa,Benin,BEN,8b Nearly Extinct,,,0.515,11175692,Point(2.183333333 8.833333333)
Bagusa,bqb,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Boko,bqc,Benin,BEN,5 Developing,,Point(3.5 10.5),0.515,11175692,Point(2.183333333 8.833333333)
Boko,bqc,Nigeria,NGA,5 Developing,,Point(3.5 10.5),0.532,190886311,Point(8.0 9.0)
Bung,bqd,Cameroon,CMR,10 Extinct,,,0.556,24053727,Point(12.0 7.0)
Baga Kaloum,bqf,Guinea,GIN,10 Extinct,,,0.459,12717176,Point(-11.0 10.0)
Bago-Kusuntu,bqg,Togo,TGO,5 Developing,,,0.503,7797694,Point(1.183333 8.25)
Baima,bqh,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Baima,bqh,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Bakhtiari,bqi,Iran,IRN,6a Vigorous,1000000,,0.798,79966230,Point(53.0 32.0)
Bandial,bqj,Senegal,SEN,5 Developing,,,0.505,15850567,Point(-14.283333 14.366667)
Banda-Mbrès,bqk,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Bilakura,bql,Papua New Guinea,PNG,8a Moribund,,,0.555,8935000,Point(147.0 -6.3)
Wumboko,bqm,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Bulgarian Sign Language,bqn,Bulgaria,BGR,5 Developing,37000,,0.782,7000039,Point(25.5 42.75)
Balo,bqo,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Busa,bqp,Nigeria,NGA,5 Developing,,Point(4.0 9.666666666),0.532,190886311,Point(8.0 9.0)
Biritai,bqq,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Burusu,bqr,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Bosmun,bqs,Papua New Guinea,PNG,6b Threatened,,Point(144.648727 -4.176323),0.555,8935000,Point(147.0 -6.3)
Bamukumbit,bqt,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Guru,bqu,Democratic Republic of the Congo,COD,8b Nearly Extinct,,,0.457,86790567,Point(23.656 -2.88)
Koro Wachi,bqv,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Buru,bqw,Nigeria,NGA,6b Threatened,,,0.532,190886311,Point(8.0 9.0)
Baangi,bqx,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Kata Kolok,bqy,Indonesia,IDN,6a Vigorous,,Point(115.166666667 -8.25),0.694,270625568,Point(118.0 -2.0)
Bakaka,bqz,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Braj Bhasha,bra,India,IND,5 Developing,44000,,0.64,1326093247,Point(83.0 22.8)
Brao,brb,Cambodia,KHM,5 Developing,,Point(107.5 14.166666666),0.582,16005373,Point(105.0 12.6)
Brao,brb,Laos,LAO,5 Developing,,Point(107.5 14.166666666),0.601,6858160,Point(104.0 18.2)
Brao,brb,Vietnam,VNM,5 Developing,,Point(107.5 14.166666666),0.694,94660000,Point(108.0 16.0)
Berbice Creole Dutch,brc,Guyana,GUY,10 Extinct,0,Point(-58.0 5.333333333),0.654,777859,Point(-59.316667 5.733333)
Baram,brd,Nepal,NPL,8a Moribund,50,,0.574,30327877,Point(84.0 28.0)
Breton,bre,France,FRA,7 Shifting,206000,Point(-3.0 48.0),0.888,66628000,Point(2.0 47.0)
Bira,brf,Democratic Republic of the Congo,COD,6b Threatened,,,0.457,86790567,Point(23.656 -2.88)
Baure,brg,Bolivia,BOL,8a Moribund,,Point(-64.166666666 -13.083333333),0.693,11051600,Point(-64.991228611 -17.056869611)
Brahui language,brh,Iran,IRN,5 Developing,1800000,Point(67.0 28.5),0.798,79966230,Point(53.0 32.0)
Brahui language,brh,Pakistan,PAK,5 Developing,1800000,Point(67.0 28.5),0.562,216565318,Point(71.0 30.0)
Brahui language,brh,Turkmenistan,TKM,5 Developing,1800000,Point(67.0 28.5),0.706,5850901,Point(60.0 39.0)
Brahui language,brh,Afghanistan,AFG,5 Developing,1800000,Point(67.0 28.5),0.498,36643815,Point(66.0 34.0)
Kpwe,bri,Cameroon,CMR,6b Threatened,32000,Point(9.25 4.25),0.556,24053727,Point(12.0 7.0)
Bieria,brj,Vanuatu,VUT,7 Shifting,,,0.603,276244,Point(168.016669444 -16.633330555)
