languageLabel,ISO,countryLabel,countryISO,Ethnologe_statusLabel,number_of_speaker,coordinates,HDI,population,country_coordinates
Luxembourgish,ltz,France,FRA,4 Educational,391200,Point(6.166666666 49.833333333),0.888,66628000,Point(2.0 47.0)
Luxembourgish,ltz,Germany,DEU,4 Educational,79000,Point(6.166666666 49.833333333),0.926,83149300,Point(10.0 51.0)
Luxembourgish,ltz,Germany,DEU,4 Educational,303000,Point(6.166666666 49.833333333),0.926,83149300,Point(10.0 51.0)
Luxembourgish,ltz,Germany,DEU,4 Educational,391200,Point(6.166666666 49.833333333),0.926,83149300,Point(10.0 51.0)
Luba-Kasai,lua,Angola,AGO,2 Provincial,6300000,Point(21.0 -6.0),0.581,29784193,Point(17.35 -12.35)
Luba-Kasai,lua,Angola,AGO,2 Provincial,6300000,Point(22.0 -6.0),0.581,29784193,Point(17.35 -12.35)
Luba-Kasai,lua,Democratic Republic of the Congo,COD,2 Provincial,6300000,Point(21.0 -6.0),0.457,86790567,Point(23.656 -2.88)
Luba-Kasai,lua,Democratic Republic of the Congo,COD,2 Provincial,6300000,Point(22.0 -6.0),0.457,86790567,Point(23.656 -2.88)
Luba-Katanga,lub,Democratic Republic of the Congo,COD,6b Threatened,,Point(26.0 -8.0),0.457,86790567,Point(23.656 -2.88)
Aringa,luc,Uganda,UGA,5 Developing,,,0.516,42862958,Point(32.39 1.28)
Ludic,lud,Finland,FIN,7 Shifting,3000,,0.883,5501043,Point(27.0 65.0)
Ludic,lud,Russia,RUS,7 Shifting,3000,,0.816,146804372,Point(94.25 66.416666666)
Luvale,lue,Angola,AGO,2 Provincial,,Point(22.0 -12.0),0.581,29784193,Point(17.35 -12.35)
Luvale,lue,Zambia,ZMB,2 Provincial,,Point(22.0 -12.0),0.588,17094130,Point(28.0 -14.0)
Laua,luf,Papua New Guinea,PNG,10 Extinct,,,0.555,8935000,Point(147.0 -6.3)
Luganda,lug,Uganda,UGA,3 Wider Communication,1000000,Point(32.166666666 0.5),0.516,42862958,Point(32.39 1.28)
Luganda,lug,Uganda,UGA,3 Wider Communication,4100000,Point(32.166666666 0.5),0.516,42862958,Point(32.39 1.28)
Luiseño,lui,United States of America,USA,9 Dormant,,Point(-117.166666667 33.333333333),0.92,331449281,Point(-98.5795 39.828175)
Juaneño,lui,United States of America,USA,,,,0.92,331449281,Point(-98.5795 39.828175)
luna,luj,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Lunana,luk,Bhutan,BTN,6b Threatened,,,0.612,807610,Point(90.5 27.45)
Olu’bo,lul,South Sudan,SSD,6a Vigorous,,,0.388,12575714,Point(30.0 7.0)
Luimbi,lum,Angola,AGO,6a Vigorous,,,0.581,29784193,Point(17.35 -12.35)
Lunda,lun,Angola,AGO,4 Educational,,Point(24.0 -10.666666666),0.581,29784193,Point(17.35 -12.35)
Lunda,lun,Zambia,ZMB,4 Educational,,Point(24.0 -10.666666666),0.588,17094130,Point(28.0 -14.0)
Lunda,lun,Democratic Republic of the Congo,COD,4 Educational,,Point(24.0 -10.666666666),0.457,86790567,Point(23.656 -2.88)
Dholuo,luo,Kenya,KEN,5 Developing,3000000,Point(34.75 -0.5),0.548,48468138,Point(38.0 0.1)
Dholuo,luo,Tanzania,TZA,5 Developing,3000000,Point(34.75 -0.5),0.538,57310019,Point(34.854 -6.307)
Lumbu,lup,Republic of the Congo,COG,6a Vigorous,,,0.606,5260750,Point(15.383330555 -0.75)
Lumbu,lup,Gabon,GAB,6a Vigorous,,,0.702,2025137,Point(11.5 -0.683330555)
Lucumí,luq,Cuba,CUB,9 Second language only,,,0.769,11484636,Point(-79.5 22.0)
Laura,lur,Indonesia,IDN,6a Vigorous,10000,,0.694,270625568,Point(118.0 -2.0)
Mizo,lus,India,IND,4 Educational,500000,Point(92.833333333 23.166666666),0.64,1326093247,Point(83.0 22.8)
Mizo,lus,Myanmar,MMR,4 Educational,500000,Point(92.833333333 23.166666666),0.578,53370609,Point(96.0 22.0)
Mizo,lus,Bangladesh,BGD,4 Educational,500000,Point(92.833333333 23.166666666),0.632,165775000,Point(89.866667 24.016667)
Lushootseed,lut,United States of America,USA,9 Reawakening,,Point(-122.0 48.0),0.92,331449281,Point(-98.5795 39.828175)
Lumba-Yakkha,luu,Nepal,NPL,6b Threatened,,,0.574,30327877,Point(84.0 28.0)
Luwati,luv,Oman,OMN,6a Vigorous,,,0.821,4829480,Point(57.0 21.0)
Luo,luw,Cameroon,CMR,10 Extinct,,,0.556,24053727,Point(12.0 7.0)
Southern Luri,luz,Iran,IRN,6a Vigorous,1000000,,0.798,79966230,Point(53.0 32.0)
Makuv'a,lva,Indonesia,IDN,8b Nearly Extinct,,,0.694,270625568,Point(118.0 -2.0)
Makuv'a,lva,East Timor,TLS,8b Nearly Extinct,,,0.625,1296311,Point(125.75 -8.966667)
Lavukaleve,lvk,Solomon Islands,SLB,6a Vigorous,1783,Point(159.2 -9.083333333),0.546,611343,Point(159.816666666 -9.466666666)
Latvian,lvs,Latvia,LVA,,1500000,,0.819,1909000,Point(25.0 57.0)
Levuka,lvu,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Lwalu,lwa,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Lewo Eleng,lwe,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Oluwanga,lwg,Kenya,KEN,4 Educational,,,0.548,48468138,Point(38.0 0.1)
White Lachi,lwh,Vietnam,VNM,7 Shifting,,,0.694,94660000,Point(108.0 16.0)
Eastern Lawa,lwl,Thailand,THA,6a Vigorous,,,0.755,65931550,Point(101.0 14.0)
Laomian,lwm,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Laomian,lwm,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Luwo,lwo,South Sudan,SSD,5 Developing,,Point(28.0 8.0),0.388,12575714,Point(30.0 7.0)
Malawian Sign Language,lws,Malawi,MWI,5 Developing,,,0.477,18622104,Point(34.0 -13.0)
Lewotobi,lwt,Indonesia,IDN,6a Vigorous,6000,,0.694,270625568,Point(118.0 -2.0)
Lawu,lwu,People's Republic of China,CHN,8b Nearly Extinct,,,0.752,1409517397,Point(103.451944444 35.844722222)
Lawu,lwu,People's Republic of China,CHN,8b Nearly Extinct,,,0.752,1443497378,Point(103.451944444 35.844722222)
Lewo,lww,Vanuatu,VUT,5 Developing,,Point(168.333333333 -16.75),0.603,276244,Point(168.016669444 -16.633330555)
Laxudumau,lxm,Papua New Guinea,PNG,,,,0.555,8935000,Point(147.0 -6.3)
Laya,lya,Bhutan,BTN,6b Threatened,,,0.612,807610,Point(90.5 27.45)
Lyngngam,lyg,India,IND,6b Threatened,,,0.64,1326093247,Point(83.0 22.8)
Lyngngam,lyg,Bangladesh,BGD,6b Threatened,,,0.632,165775000,Point(89.866667 24.016667)
Luyana,lyn,Zambia,ZMB,4 Educational,,,0.588,17094130,Point(28.0 -14.0)
Litzlitz,lzl,Vanuatu,VUT,8b Nearly Extinct,,,0.603,276244,Point(168.016669444 -16.633330555)
Htangan,lzn,Myanmar,MMR,6a Vigorous,,,0.578,53370609,Point(96.0 22.0)
Laz,lzz,Turkey,TUR,6b Threatened,250000,Point(41.5 41.5),0.82,83614362,Point(36.0 39.0)
Laz,lzz,Georgia,GEO,6b Threatened,250000,Point(41.5 41.5),0.754,3717100,Point(43.733330555 42.016669444)
Tecóatl Mazatec,maa,Mexico,MEX,6a Vigorous,18900,,0.756,124777324,Point(-102.0 23.0)
Yutanduchi Mixtec,mab,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
Madurese,mad,Indonesia,IDN,5 Developing,14000000,Point(113.5 -7.0),0.694,270625568,Point(118.0 -2.0)
Barkul,mae,Nigeria,NGA,6b Threatened,,,0.532,190886311,Point(8.0 9.0)
Mafa,maf,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Mafa,maf,Nigeria,NGA,5 Developing,,,0.532,190886311,Point(8.0 9.0)
Magahi,mag,India,IND,4 Educational,13000000,Point(85.5 23.5),0.64,1326093247,Point(83.0 22.8)
Marshallese,mah,United States of America,USA,1 National,43900,Point(171.05 7.116666666),0.92,331449281,Point(-98.5795 39.828175)
Marshallese,mah,United States of America,USA,1 National,61000,Point(171.05 7.116666666),0.92,331449281,Point(-98.5795 39.828175)
Marshallese,mah,Nauru,NRU,1 National,43900,Point(171.05 7.116666666),,13650,Point(166.933333333 -0.533333333)
Marshallese,mah,Nauru,NRU,1 National,61000,Point(171.05 7.116666666),,13650,Point(166.933333333 -0.533333333)
Marshallese,mah,Marshall Islands,MHL,1 National,43900,Point(171.05 7.116666666),0.708,53127,Point(171.066666666 7.116666666)
Marshallese,mah,Marshall Islands,MHL,1 National,61000,Point(171.05 7.116666666),0.708,53127,Point(171.066666666 7.116666666)
Maithili,mai,India,IND,2 Provincial,195000,Point(86.0 26.0),0.64,1326093247,Point(83.0 22.8)
Maithili,mai,India,IND,2 Provincial,3092530,Point(86.0 26.0),0.64,1326093247,Point(83.0 22.8)
Maithili,mai,India,IND,2 Provincial,13583464,Point(86.0 26.0),0.64,1326093247,Point(83.0 22.8)
Maithili,mai,India,IND,2 Provincial,33890000,Point(86.0 26.0),0.64,1326093247,Point(83.0 22.8)
Maithili,mai,Nepal,NPL,2 Provincial,195000,Point(86.0 26.0),0.574,30327877,Point(84.0 28.0)
Maithili,mai,Nepal,NPL,2 Provincial,3092530,Point(86.0 26.0),0.574,30327877,Point(84.0 28.0)
Maithili,mai,Nepal,NPL,2 Provincial,13583464,Point(86.0 26.0),0.574,30327877,Point(84.0 28.0)
Maithili,mai,Nepal,NPL,2 Provincial,33890000,Point(86.0 26.0),0.574,30327877,Point(84.0 28.0)
Jalapa Mazatec,maj,Mexico,MEX,6a Vigorous,,,0.756,124777324,Point(-102.0 23.0)
Makassarese,mak,Indonesia,IDN,6b Threatened,1600000,Point(119.583333333 -5.416666666),0.694,270625568,Point(118.0 -2.0)
Malayalam,mal,India,IND,2 Provincial,30000000,Point(76.5 10.0),0.64,1326093247,Point(83.0 22.8)
Mam,mam,Mexico,MEX,4 Educational,,,0.756,124777324,Point(-102.0 23.0)
Mam,mam,Guatemala,GTM,4 Educational,,,0.627,17263239,Point(-90.25 15.5)
Chiquihuitlán Mazatec,maq,Mexico,MEX,6b Threatened,,Point(-96.916666666 17.75),0.756,124777324,Point(-102.0 23.0)
Marathi,mar,India,IND,2 Provincial,3000000,,0.64,1326093247,Point(83.0 22.8)
Marathi,mar,India,IND,2 Provincial,71775760,,0.64,1326093247,Point(83.0 22.8)
Marathi,mar,India,IND,2 Provincial,72900000,,0.64,1326093247,Point(83.0 22.8)
Marathi,mar,India,IND,2 Provincial,77000000,,0.64,1326093247,Point(83.0 22.8)
Maasai,mas,Kenya,KEN,5 Developing,,Point(36.0 -3.0),0.548,48468138,Point(38.0 0.1)
Maasai,mas,Tanzania,TZA,5 Developing,,Point(36.0 -3.0),0.538,57310019,Point(34.854 -6.307)
San Francisco Matlatzinca,mat,Mexico,MEX,8a Moribund,,,0.756,124777324,Point(-102.0 23.0)
Mazatecan languages,mau,Mexico,MEX,,,Point(-96.833333333 18.25),0.756,124777324,Point(-102.0 23.0)
Huautla Mazatec,mau,Mexico,MEX,6a Vigorous,,Point(-96.833333333 18.25),0.756,124777324,Point(-102.0 23.0)
Mawé,mav,Brazil,BRA,5 Developing,,,0.754,210147125,Point(-53.0 -14.0)
Mampruli,maw,Ghana,GHA,2 Provincial,,Point(-0.666666666 10.333333333),0.592,26908262,Point(-0.5 8.0)
North Moluccan Malay,max,Indonesia,IDN,3 Wider Communication,,,0.694,270625568,Point(118.0 -2.0)
Mazahua,maz,Mexico,MEX,5 Developing,,Point(-99.916666666 19.416666666),0.756,124777324,Point(-102.0 23.0)
Higaonon,mba,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Western Bukidnon,mbb,Philippines,PHL,5 Developing,,Point(124.75 7.666666666),0.699,100981437,Point(123.0 12.0)
Macushi,mbc,Brazil,BRA,6b Threatened,9600,Point(-60.0 4.0),0.754,210147125,Point(-53.0 -14.0)
Macushi,mbc,Venezuela,VEN,6b Threatened,9600,Point(-60.0 4.0),0.761,28515829,Point(-67.0 8.0)
Macushi,mbc,Guyana,GUY,6b Threatened,9600,Point(-60.0 4.0),0.654,777859,Point(-59.316667 5.733333)
Dibabawon Manobo,mbd,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Molala,mbe,United States of America,USA,10 Extinct,,Point(-122.5 44.5),0.92,331449281,Point(-98.5795 39.828175)
Baba Malay,mbf,Singapore,SGP,8a Moribund,12000,,0.932,5888926,Point(103.8 1.3)
Baba Malay,mbf,Malaysia,MYS,8a Moribund,12000,,0.802,31624264,Point(108.0 3.0)
Mangseng,mbh,Papua New Guinea,PNG,4 Educational,,,0.555,8935000,Point(147.0 -6.3)
Ilianen,mbi,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Nadëb,mbj,Brazil,BRA,5 Developing,,Point(-66.5 -1.0),0.754,210147125,Point(-53.0 -14.0)
Malol,mbk,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Maxakalí,mbl,Brazil,BRA,5 Developing,,Point(-40.0 -18.0),0.754,210147125,Point(-53.0 -14.0)
Mbama,mbm,Republic of the Congo,COG,6a Vigorous,,,0.606,5260750,Point(15.383330555 -0.75)
Macaguán,mbn,Colombia,COL,6b Threatened,,Point(-71.333333333 6.5),0.747,49065615,Point(-74.0 4.0)
Mbo,mbo,Cameroon,CMR,6b Threatened,70000,,0.556,24053727,Point(12.0 7.0)
Wiwa,mbp,Colombia,COL,6a Vigorous,1850,Point(-73.5 11.0),0.747,49065615,Point(-74.0 4.0)
Maisin,mbq,Papua New Guinea,PNG,5 Developing,,Point(149.166666667 -9.5),0.555,8935000,Point(147.0 -6.3)
Nukak,mbr,Colombia,COL,6a Vigorous,,Point(-71.5 2.5),0.747,49065615,Point(-74.0 4.0)
Sarangani,mbs,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Matigsalug,mbt,Philippines,PHL,5 Developing,,Point(125.0 7.75),0.699,100981437,Point(123.0 12.0)
Mbula-Bwazza,mbu,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Mbulungish,mbv,Guinea,GIN,6a Vigorous,,,0.459,12717176,Point(-11.0 10.0)
Maring,mbw,Papua New Guinea,PNG,5 Developing,,Point(144.666666667 -5.5),0.555,8935000,Point(147.0 -6.3)
Mari,mbx,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Memoni,mby,Pakistan,PAK,7 Shifting,,,0.562,216565318,Point(71.0 30.0)
Amoltepec Mixtec,mbz,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Maká,mca,Paraguay,PRY,5 Developing,,Point(-57.5 -25.0),0.702,6811297,Point(-58.0 -23.5)
Machiguenga,mcb,Peru,PER,5 Developing,,Point(-72.666666666 -12.0),0.75,29381884,Point(-76.0 -9.4)
Bitur,mcc,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Sharanahua,mcd,Peru,PER,5 Developing,,Point(-70.0 -11.0),0.75,29381884,Point(-76.0 -9.4)
Itundujia Mixtec,mce,Mexico,MEX,7 Shifting,,,0.756,124777324,Point(-102.0 23.0)
Matsés,mcf,Brazil,BRA,5 Developing,2200,Point(-73.25 -5.416666666),0.754,210147125,Point(-53.0 -14.0)
Matsés,mcf,Peru,PER,5 Developing,2200,Point(-73.25 -5.416666666),0.75,29381884,Point(-76.0 -9.4)
Mapoyo,mcg,Venezuela,VEN,,,Point(-67.0 6.0),0.761,28515829,Point(-67.0 8.0)
Ye'kuana,mch,Brazil,BRA,6a Vigorous,,Point(-65.0 5.5),0.754,210147125,Point(-53.0 -14.0)
Ye'kuana,mch,Venezuela,VEN,6a Vigorous,,Point(-65.0 5.5),0.761,28515829,Point(-67.0 8.0)
Mesem,mci,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Mvanip,mcj,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Mbunda,mck,Angola,AGO,5 Developing,,,0.581,29784193,Point(17.35 -12.35)
Mbunda,mck,Zambia,ZMB,5 Developing,,,0.588,17094130,Point(28.0 -14.0)
Macaguaje,mcl,Colombia,COL,9 Dormant,,,0.747,49065615,Point(-74.0 4.0)
Kristang,mcm,Singapore,SGP,6b Threatened,2200,Point(102.25 2.2),0.932,5888926,Point(103.8 1.3)
Kristang,mcm,Malaysia,MYS,6b Threatened,2200,Point(102.25 2.2),0.802,31624264,Point(108.0 3.0)
Massa,mcn,Chad,TCD,5 Developing,,Point(15.5 10.5),0.404,15477751,Point(19.4 15.466667)
Massa,mcn,Cameroon,CMR,5 Developing,,Point(15.5 10.5),0.556,24053727,Point(12.0 7.0)
Coatlán Mixe,mco,Mexico,MEX,5 Developing,,Point(-95.666666666 16.916666666),0.756,124777324,Point(-102.0 23.0)
Makaa,mcp,Cameroon,CMR,5 Developing,,Point(12.25 3.416666666),0.556,24053727,Point(12.0 7.0)
Ese,mcq,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Menya,mcr,Papua New Guinea,PNG,5 Developing,,Point(146.0 -7.25),0.555,8935000,Point(147.0 -6.3)
Mangbai,mcs,Chad,TCD,6a Vigorous,,Point(14.0 9.666666666),0.404,15477751,Point(19.4 15.466667)
Mangbai,mcs,Cameroon,CMR,6a Vigorous,,Point(14.0 9.666666666),0.556,24053727,Point(12.0 7.0)
Mengisa,mct,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Cameroon Mambila,mcu,Cameroon,CMR,5 Developing,,Point(11.5 6.75),0.556,24053727,Point(12.0 7.0)
Minanibai,mcv,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Mawa,mcw,Chad,TCD,6a Vigorous,,,0.404,15477751,Point(19.4 15.466667)
Mpiemo,mcx,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Mpiemo,mcx,Republic of the Congo,COG,6a Vigorous,,,0.606,5260750,Point(15.383330555 -0.75)
Mpiemo,mcx,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
South Watut,mcy,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Mawan,mcz,Papua New Guinea,PNG,8a Moribund,,,0.555,8935000,Point(147.0 -6.3)
Mada,mda,Nigeria,NGA,5 Developing,,Point(8.25 8.75),0.532,190886311,Point(8.0 9.0)
Morigi,mdb,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Male,mdc,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Mbum,mdd,Cameroon,CMR,5 Developing,,Point(13.166666666 7.75),0.556,24053727,Point(12.0 7.0)
Maba,mde,Chad,TCD,3 Wider Communication,296000,Point(20.833333333 13.75),0.404,15477751,Point(19.4 15.466667)
Moksha,mdf,Russia,RUS,6b Threatened,2025,Point(44.0 54.0),0.816,146804372,Point(94.25 66.416666666)
Massalat,mdg,Chad,TCD,8b Nearly Extinct,,,0.404,15477751,Point(19.4 15.466667)
Maguindanao,mdh,Philippines,PHL,5 Developing,,Point(124.5 6.833333333),0.699,100981437,Point(123.0 12.0)
Mamvu,mdi,Democratic Republic of the Congo,COD,6a Vigorous,,Point(29.0 3.25),0.457,86790567,Point(23.656 -2.88)
Mangbetu,mdj,Democratic Republic of the Congo,COD,5 Developing,,Point(26.5 2.5),0.457,86790567,Point(23.656 -2.88)
Mangbutu,mdk,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Maltese Sign Language,mdl,Malta,MLT,5 Developing,,,0.839,465292,Point(14.5 35.883333333)
Mayogo,mdm,Democratic Republic of the Congo,COD,5 Developing,,Point(29.0 3.0),0.457,86790567,Point(23.656 -2.88)
Mbati,mdn,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Mbala,mdp,Democratic Republic of the Congo,COD,6a Vigorous,,,0.457,86790567,Point(23.656 -2.88)
Mbole,mdq,Democratic Republic of the Congo,COD,6a Vigorous,,Point(24.666666666 -0.666666666),0.457,86790567,Point(23.656 -2.88)
Mandar,mdr,Indonesia,IDN,5 Developing,,Point(119.083333333 -3.416666666),0.694,270625568,Point(118.0 -2.0)
Maria,mds,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Mbere,mdt,Republic of the Congo,COG,6a Vigorous,,Point(14.0 -0.5),0.606,5260750,Point(15.383330555 -0.75)
Mbere,mdt,Gabon,GAB,6a Vigorous,,Point(14.0 -0.5),0.702,2025137,Point(11.5 -0.683330555)
Mboko,mdu,Republic of the Congo,COG,6a Vigorous,,,0.606,5260750,Point(15.383330555 -0.75)
Santa Lucía Monteverde Mixtec,mdv,Mexico,MEX,6b Threatened,,,0.756,124777324,Point(-102.0 23.0)
Mboshi,mdw,Republic of the Congo,COG,6b Threatened,,Point(15.5 -1.25),0.606,5260750,Point(15.383330555 -0.75)
Dizin,mdx,Ethiopia,ETH,4 Educational,,Point(36.5 6.166666666),0.463,104957438,Point(40.0 9.0)
Maale,mdy,Ethiopia,ETH,5 Developing,94700,Point(36.916666666 6.0),0.463,104957438,Point(40.0 9.0)
Suruí do Pará,mdz,Brazil,BRA,6a Vigorous,,,0.754,210147125,Point(-53.0 -14.0)
Menka,mea,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
Ikobi,meb,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Marra,mec,Australia,AUS,8b Nearly Extinct,,Point(135.166666667 -15.0),0.939,24511800,Point(137.0 -28.0)
Melpa,med,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Mengen,mee,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Megam,mef,Bangladesh,BGD,6a Vigorous,,,0.632,165775000,Point(89.866667 24.016667)
Nuyoo Mixtec,meh,Mexico,MEX,5 Developing,,,0.756,124777324,Point(-102.0 23.0)
Midob,mei,Sudan,SDN,6a Vigorous,,Point(26.25 15.083333333),0.502,40533330,Point(32.0 15.0)
Meax,mej,Indonesia,IDN,5 Developing,,Point(133.5 -1.166666666),0.694,270625568,Point(118.0 -2.0)
Mekeo,mek,Papua New Guinea,PNG,5 Developing,19000,Point(146.5 -8.333333333),0.555,8935000,Point(147.0 -6.3)
Central Melanau,mel,Malaysia,MYS,6b Threatened,,Point(111.5 2.5),0.802,31624264,Point(108.0 3.0)
Mangarla,mem,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Mende,men,Liberia,LBR,2 Provincial,,Point(-11.5 7.833333333),0.435,4731906,Point(-9.75 6.533333)
Mende,men,Sierra Leone,SLE,2 Provincial,,Point(-11.5 7.833333333),0.419,7557212,Point(-12.1 8.5)
Kedah Malay,meo,Malaysia,MYS,3 Wider Communication,,,0.802,31624264,Point(108.0 3.0)
Kedah Malay,meo,Thailand,THA,3 Wider Communication,,,0.755,65931550,Point(101.0 14.0)
Miriwoong,mep,Australia,AUS,8b Nearly Extinct,156,Point(129.0 -15.666666666),0.939,24511800,Point(137.0 -28.0)
Merey,meq,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Meru,mer,Kenya,KEN,4 Educational,,,0.548,48468138,Point(38.0 0.1)
Masmaje,mes,Chad,TCD,6a Vigorous,,,0.404,15477751,Point(19.4 15.466667)
Mato,met,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Motu,meu,Papua New Guinea,PNG,5 Developing,39000,Point(147.0 -9.333333333),0.555,8935000,Point(147.0 -6.3)
Mano,mev,Guinea,GIN,5 Developing,,Point(-9.0 7.0),0.459,12717176,Point(-11.0 10.0)
Mano,mev,Liberia,LBR,5 Developing,,Point(-9.0 7.0),0.435,4731906,Point(-9.75 6.533333)
Maaka,mew,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Hassaniya Arabic,mey,Algeria,DZA,3 Wider Communication,3763900,Point(-10.0 20.0),0.754,41318142,Point(1.0 28.0)
Hassaniya Arabic,mey,Mali,MLI,3 Wider Communication,3763900,Point(-10.0 20.0),0.427,18541980,Point(-4.0 17.0)
Hassaniya Arabic,mey,Mauritania,MRT,3 Wider Communication,3763900,Point(-10.0 20.0),0.52,4420184,Point(-11.0 21.0)
Hassaniya Arabic,mey,Western Sahara,ESH,3 Wider Communication,3763900,Point(-10.0 20.0),,582000,Point(-13.0 25.0)
Menominee,mez,United States of America,USA,8a Moribund,,Point(-88.333333333 45.5),0.92,331449281,Point(-98.5795 39.828175)
Pattani Malay,mfa,Thailand,THA,5 Developing,1000000,,0.755,65931550,Point(101.0 14.0)
Bangka Malay,mfb,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Mba,mfc,Democratic Republic of the Congo,COD,6a Vigorous,,Point(25.0 1.0),0.457,86790567,Point(23.656 -2.88)
Mendankwe-Nkwen,mfd,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Mauritian Creole,mfe,Mauritius,MUS,3 Wider Communication,600000,Point(57.5 -20.333333333),0.79,1264613,Point(57.5 -20.2)
Naki,mff,Cameroon,CMR,6b Threatened,,,0.556,24053727,Point(12.0 7.0)
Mixifore,mfg,Guinea,GIN,6a Vigorous,,,0.459,12717176,Point(-11.0 10.0)
Matal,mfh,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Wandala,mfi,Cameroon,CMR,5 Developing,,Point(13.75 11.5),0.556,24053727,Point(12.0 7.0)
Wandala,mfi,Nigeria,NGA,5 Developing,,Point(13.75 11.5),0.532,190886311,Point(8.0 9.0)
Mefele,mfj,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
North Mofu,mfk,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Putai,mfl,Nigeria,NGA,8b Nearly Extinct,,,0.532,190886311,Point(8.0 9.0)
Marghi South,mfm,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Mbembe,mfn,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Mbe,mfo,Nigeria,NGA,5 Developing,,,0.532,190886311,Point(8.0 9.0)
Makassar Malay,mfp,Indonesia,IDN,9 Second language only,,,0.694,270625568,Point(118.0 -2.0)
Moba,mfq,Togo,TGO,5 Developing,,,0.503,7797694,Point(1.183333 8.25)
Moba,mfq,Burkina Faso,BFA,5 Developing,,,0.423,19193382,Point(-2.066667 12.266667)
Marrithiyel,mfr,Australia,AUS,8b Nearly Extinct,15,Point(130.0 -13.833333333),0.939,24511800,Point(137.0 -28.0)
Marrithiyel,mfr,Australia,AUS,8b Nearly Extinct,20,Point(130.0 -13.833333333),0.939,24511800,Point(137.0 -28.0)
Mexican Sign Language,mfs,Mexico,MEX,5 Developing,,,0.756,124777324,Point(-102.0 23.0)
Mokerang,mft,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Mbwela,mfu,Angola,AGO,6a Vigorous,,,0.581,29784193,Point(17.35 -12.35)
