ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
kcl,kap,Kela (Apoze),Papunesia,PG,-7.41666666667,147.083333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,Point(147.0 -6.3)
zku,kaq,Kaurna,Australia,AU,-34.25,138.5,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,9 Reawakening,,0.939,24511800.0,Point(137.0 -28.0)
kah,kar,Kara (in Central African Republic),Africa,CF,10.0,23.0,Central Sudanic,Bongo-Bagirmi,0,L,Central African Republic,CAF,6a Vigorous,,0.367,4659080.0,Point(20.9 6.7)
kas,kas,Kashmiri,Eurasia,PK IN,34.0,76.0,Indo-European,Indic,0,L,"['India', 'Pakistan']","['IND', 'PAK']",4 Educational,6900000.0,"[0.64, 0.562]","[1326093247.0, 216565318.0]","['Point(83.0 22.8)', 'Point(71.0 30.0)']"
kmg,kat,Kâte,Papunesia,PG,-6.5,147.75,Trans-New Guinea,Finisterre-Huon,0,L,Papua New Guinea,PNG,3 Wider Communication,,0.555,8935000.0,Point(147.0 -6.3)
pss,kau,Kaulong,Papunesia,PG,-6.16666666667,149.666666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
kgk,kaw,Kaiwá,South America,PY BR,-23.0,-55.0,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,Point(-53.0 -14.0)
gyd,kay,Kayardild,Australia,AU,-17.05,139.5,Tangkic,Tangkic,0,L,Australia,AUS,,,0.939,24511800.0,Point(137.0 -28.0)
kaz,kaz,Kazakh,Eurasia,KZ,50.0,70.0,Altaic,Turkic,0,L,"['Russia', 'Germany', 'Ukraine', 'Azerbaijan', 'Kazakhstan', 'Uzbekistan', 'Mongolia', 'Iran', 'Kyrgyzstan', 'Turkmenistan', 'Turkey', ""People's Republic of China""]","['RUS', 'DEU', 'UKR', 'AZE', 'KAZ', 'UZB', 'MNG', 'IRN', 'KGZ', 'TKM', 'TUR', 'CHN']",1 National,13161980.0,"[0.816, 0.926, 0.747, 0.751, 0.8, 0.71, 0.741, 0.798, 0.672, 0.706, 0.82, 0.752]","[146804372.0, 83149300.0, 42558328.0, 10127874.0, 18276500.0, 33570609.0, 3075647.0, 79966230.0, 6201500.0, 5850901.0, 83614362.0, 1409517397.0, 1443497378.0]","['Point(94.25 66.416666666)', 'Point(10.0 51.0)', 'Point(32.0 49.0)', 'Point(47.7 40.3)', 'Point(68.0 48.0)', 'Point(66.0 41.0)', 'Point(104.0 47.0)', 'Point(53.0 32.0)', 'Point(75.0 41.0)', 'Point(60.0 39.0)', 'Point(36.0 39.0)', 'Point(103.451944444 35.844722222)']"
kam,kba,Kamba,Africa,KE,-1.5,38.0,Niger-Congo,Bantoid,0,L,Kenya,KEN,4 Educational,3893000.0,0.548,48468138.0,Point(38.0 0.1)
nkf,kbi,Kabui,Eurasia,IN,24.8333333333,94.0,Sino-Tibetan,Kuki-Chin,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,Point(83.0 22.8)
kab,kbl,Kabyle,Africa,DZ,36.5,5.0,Afro-Asiatic,Berber,0,L,Algeria,DZA,5 Developing,5586000.0,0.754,41318142.0,Point(1.0 28.0)
kbx,kbo,Kambot,Papunesia,PG,-4.25,144.133333333,Lower Sepik-Ramu,Botin,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
kys,kbr,Kayan (Baram),Papunesia,MY,3.5,114.5,Austronesian,North Borneo,0,L,Malaysia,MYS,6b Threatened,,0.802,31624264.0,Point(108.0 3.0)
xkp,kbt,Kabatei,Eurasia,IR,36.75,49.4166666667,Indo-European,Iranian,0,L,Iran,IRN,7 Shifting,,0.798,79966230.0,Point(53.0 32.0)
kbl,kbu,Kanembu,Africa,NG TD NE,14.0,15.0,Saharan,Western Saharan,0,L,Chad,TCD,3 Wider Communication,,0.404,15477751.0,Point(19.4 15.466667)
bwe,kbw,Karen (Bwe),Eurasia,MM,19.5,97.0,Sino-Tibetan,Karen,0,L,Myanmar,MMR,6b Threatened,17200.0,0.578,53370609.0,Point(96.0 22.0)
kbp,kby,Kabiyé,Africa,TG,9.66666666667,1.16666666667,Niger-Congo,Southern-Central Gur,0,L,"['Togo', 'Benin']","['TGO', 'BEN']",5 Developing,1000000.0,"[0.503, 0.515]","[7797694.0, 11175692.0]","['Point(1.183333 8.25)', 'Point(2.183333333 8.833333333)']"
khq,kch,Koyra Chiini,Africa,ML,17.0,-3.0,Songhay,Songhay,0,L,Mali,MLI,4 Educational,,0.427,18541980.0,Point(-4.0 17.0)
kfc,kda,Konda,Eurasia,IN,19.5,83.0,Dravidian,South-Central Dravidian,0,L,India,IND,5 Developing,20000.0,0.64,1326093247.0,Point(83.0 22.8)
knt,kdg,Karipuna (Panoan),South America,BR,-10.0,-65.0,Panoan,Panoan,0,L,Brazil,BRA,6a Vigorous,,0.754,210147125.0,Point(-53.0 -14.0)
kbc,kdw,Kadiwéu,South America,BR,-20.0,-57.0,Guaicuruan,Kadiwéu,0,L,Brazil,BRA,6a Vigorous,1590.0,0.754,210147125.0,Point(-53.0 -14.0)
kzj,kdz,Kadazan,Papunesia,MY,5.91666666667,117.166666667,Austronesian,North Borneo,0,,"['Malaysia', 'Sabah']",MYS,,200000.0,0.802,"[31624264.0, 3117405.0]","['Point(108.0 3.0)', 'Point(117.0 5.25)']"
kjb,kea,Kanjobal (Eastern),North America,GT,15.3333333333,-91.6666666667,Mayan,Mayan,0,L,Guatemala,GTM,5 Developing,,0.627,17263239.0,Point(-90.25 15.5)
ksx,ked,Kedang,Papunesia,ID,-8.25,123.75,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
kbr,kef,Kefa,Africa,ET,7.25,36.25,Afro-Asiatic,South Omotic,0,L,Ethiopia,ETH,4 Educational,835000.0,0.463,104957438.0,Point(40.0 9.0)
kei,kei,Kei,Papunesia,ID,-5.83333333333,132.916666667,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,"[1200.0, 1360.0]",0.694,270625568.0,Point(118.0 -2.0)
kek,kek,K'ekchí,North America,GT,16.0,-89.8333333333,Mayan,Mayan,0,L,"['Belize', 'Guatemala', 'El Salvador']","['BLZ', 'GTM', 'SLV']",4 Educational,420000.0,"[0.715, 0.627, 0.7]","[374681.0, 17263239.0, 6420746.0]","['Point(-88.7 17.066666666)', 'Point(-90.25 15.5)', 'Point(-88.866111 13.668889)']"
sbc,kel,Kele,Papunesia,PG,-2.08333333333,147.083333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
ahg,kem,Kemant,Africa,ET,12.6666666667,37.4166666667,Afro-Asiatic,Central Cushitic,0,L,Ethiopia,ETH,8b Nearly Extinct,,0.463,104957438.0,Point(40.0 9.0)
kyq,ken,Kenga,Africa,TD,12.0,18.0,Central Sudanic,Bongo-Bagirmi,0,L,Chad,TCD,5 Developing,,0.404,15477751.0,Point(19.4 15.466667)
xxk,keo,Keo,Papunesia,ID,-8.83333333333,121.25,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,40000.0,0.694,270625568.0,Point(118.0 -2.0)
ker,ker,Kera,Africa,TD,9.83333333333,15.0833333333,Afro-Asiatic,East Chadic,0,L,"['Chad', 'Cameroon']","['TCD', 'CMR']",5 Developing,,"[0.404, 0.556]","[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']"
ket,ket,Ket,Eurasia,RU,64.0,87.0,Yeniseian,Yeniseian,0,L,Russia,RUS,8a Moribund,150.0,0.816,146804372.0,Point(94.25 66.416666666)
ulu,keu,Kenyah (Uma' Lung),,ID,3.0,115.833333333,Austronesian,North Borneo,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
rop,kfc,Kriol (Fitzroy Crossing),,AU,-18.1666666667,125.583333333,other,Creoles and Pidgins,0,L,Australia,AUS,3 Wider Communication,,0.939,24511800.0,Point(137.0 -28.0)
rop,knq,Kriol (Ngukurr),Australia,AU,-14.8333333333,135.0,other,Creoles and Pidgins,0,L,Australia,AUS,3 Wider Communication,,0.939,24511800.0,Point(137.0 -28.0)
kfz,kfe,Koromfe,Africa,BF ML,14.25,-0.916666666667,Niger-Congo,Northern-Central Gur,0,L,"['Mali', 'Burkina Faso']","['MLI', 'BFA']",5 Developing,,"[0.427, 0.423]","[18541980.0, 19193382.0]","['Point(-4.0 17.0)', 'Point(-2.066667 12.266667)']"
kir,kfy,Kirghiz (Fu-Yu),Eurasia,CN,47.75,124.416666667,Altaic,Turkic,0,L,"[""People's Republic of China"", 'Kyrgyzstan', 'Tajikistan']","['CHN', 'KGZ', 'TJK']",1 National,4568480.0,"[0.752, 0.672, 0.65]","[1409517397.0, 1443497378.0, 6201500.0, 8921343.0]","['Point(103.451944444 35.844722222)', 'Point(75.0 41.0)', 'Point(71.366667 38.583333)']"
kir,kgz,Kirghiz,Eurasia,KG,42.0,75.0,Altaic,Turkic,0,L,"[""People's Republic of China"", 'Kyrgyzstan', 'Tajikistan']","['CHN', 'KGZ', 'TJK']",1 National,4568480.0,"[0.752, 0.672, 0.65]","[1409517397.0, 1443497378.0, 6201500.0, 8921343.0]","['Point(103.451944444 35.844722222)', 'Point(75.0 41.0)', 'Point(71.366667 38.583333)']"
zga,kga,Kinga,Africa,TZ,-9.0,34.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,6a Vigorous,,0.538,57310019.0,Point(34.854 -6.307)
cou,kgi,Konyagi,Africa,ML GN,12.5,-13.25,Niger-Congo,Tenda,0,L,"['Guinea', 'Senegal']","['GIN', 'SEN']",6b Threatened,,"[0.459, 0.505]","[12717176.0, 15850567.0]","['Point(-11.0 10.0)', 'Point(-14.283333 14.366667)']"
ubu,kgl,Umbu Ungu,Papunesia,PG,-6.0,144.0,Trans-New Guinea,Chimbu,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
kdm,kgm,Kagoma,Africa,NG,9.25,8.16666666667,Niger-Congo,Platoid,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
kki,kgr,Kagulu,Africa,TZ,-6.33333333333,37.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,5 Developing,,0.538,57310019.0,Point(34.854 -6.307)
ktg,kgu,Kalkatungu,Australia,AU,-21.0,139.5,Pama-Nyungan,Northern Pama-Nyungan,0,X,Australia,AUS,10 Extinct,,0.939,24511800.0,Point(137.0 -28.0)
kgy,kgy,Kyirong,Eurasia,CN,28.4166666667,85.3333333333,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'Nepal']","['CHN', 'NPL']",6b Threatened,,"[0.752, 0.574]","[1409517397.0, 1443497378.0, 30327877.0]","['Point(103.451944444 35.844722222)', 'Point(84.0 28.0)']"
khk,kha,Khalkha,Eurasia,MN,47.0,105.0,Altaic,Mongolic,0,L,"['Russia', 'Mongolia']","['RUS', 'MNG']",1 National,2704030.0,"[0.816, 0.741]","[146804372.0, 3075647.0]","['Point(94.25 66.416666666)', 'Point(104.0 47.0)']"
khg,khd,Kham (Dege),Eurasia,CN,31.8333333333,98.5833333333,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'Myanmar']","['CHN', 'MMR']",6a Vigorous,1500000.0,"[0.752, 0.578]","[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']"
khg,knz,Kham (Tibetan) (Nangchen),Eurasia,CN,32.5,96.5,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'Myanmar']","['CHN', 'MMR']",6a Vigorous,1500000.0,"[0.752, 0.578]","[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']"
klr,khg,Khaling,Eurasia,CN IN NP,27.5,86.6666666667,Sino-Tibetan,Mahakiranti,0,L,Nepal,NPL,6b Threatened,,0.574,30327877.0,Point(84.0 28.0)
kjj,khi,Khinalug,Eurasia,AZ,41.1666666667,48.0833333333,Nakh-Daghestanian,Lezgic,0,L,Azerbaijan,AZE,6b Threatened,1000.0,0.751,10127874.0,Point(47.7 40.3)
kjh,khk,Khakas,Eurasia,RU,53.0,90.0,Altaic,Turkic,0,L,Russia,RUS,2 Provincial,42604.0,0.816,146804372.0,Point(94.25 66.416666666)
klj,khl,Khalaj,Eurasia,IR,35.0,50.0,Altaic,Turkic,0,L,Iran,IRN,6a Vigorous,53900.0,0.798,79966230.0,Point(53.0 32.0)
khm,khm,Khmer,Eurasia,KH,12.5,105.0,Austro-Asiatic,Khmer,0,L,"['Cambodia', 'Vietnam']","['KHM', 'VNM']",1 National,"[1000000.0, 14224500.0, 16388040.0]","[0.582, 0.694]","[16005373.0, 94660000.0]","['Point(105.0 12.6)', 'Point(108.0 16.0)']"
kkh,khn,Khün,Eurasia,MM,21.0,100.0,Tai-Kadai,Kam-Tai,0,L,Myanmar,MMR,5 Developing,120000.0,0.578,53370609.0,Point(96.0 22.0)
naq,kho,Nama,Africa,,-25.5,18.0,Khoe-Kwadi,Khoe-Kwadi,0,L,"['South Africa', 'Botswana', 'Namibia']","['ZAF', 'BWA', 'NAM']",4 Educational,250000.0,"[0.699, 0.717, 0.647]","[59622350.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']"
khr,khr,Kharia,Eurasia,IN,22.5,84.3333333333,Austro-Asiatic,Munda,0,L,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
kha,khs,Khasi,Eurasia,IN,25.5,92.0,Austro-Asiatic,Khasian,0,L,"['India', 'Bangladesh']","['IND', 'BGD']",2 Provincial,"[843000.0, 865000.0]","[0.64, 0.632]","[1326093247.0, 165775000.0]","['Point(83.0 22.8)', 'Point(89.866667 24.016667)']"
cnk,khu,Khumi,Eurasia,MM,21.9166666667,92.4166666667,Sino-Tibetan,Kuki-Chin,0,L,"['Myanmar', 'Bangladesh', 'India']","['MMR', 'BGD', 'IND']",5 Developing,,"[0.578, 0.632, 0.64]","[53370609.0, 165775000.0, 1326093247.0]","['Point(96.0 22.0)', 'Point(89.866667 24.016667)', 'Point(83.0 22.8)']"
khv,khv,Khwarshi,Eurasia,RU,42.25,46.1666666667,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,Russia,RUS,6b Threatened,1740.0,0.816,146804372.0,Point(94.25 66.416666666)
khw,khw,Khowar,Eurasia,PK,36.0,72.0,Indo-European,Indic,0,L,Pakistan,PAK,3 Wider Communication,1000000.0,0.562,216565318.0,Point(71.0 30.0)
kic,kic,Kickapoo,North America,US,42.25,-84.0,Algic,Algonquian,0,L,"['United States of America', 'Mexico']","['USA', 'MEX']",6b Threatened,,"[0.92, 0.756]","[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']"
geb,kie,Kire,Papunesia,PG,-4.25,144.75,Lower Sepik-Ramu,Mikarew,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
gia,kij,Kitja,Australia,AU,-17.5,127.75,Jarrakan,Jarrakan,0,L,Australia,AUS,,169.0,0.939,24511800.0,Point(137.0 -28.0)
kik,kik,Kikuyu,Africa,KE,-0.75,36.75,Niger-Congo,Bantoid,0,L,Kenya,KEN,5 Developing,6623000.0,0.548,48468138.0,Point(38.0 0.1)
lub,kil,Kiluba,Africa,CD,-8.0,26.0,Niger-Congo,Bantoid,0,L,Democratic Republic of the Congo,COD,6b Threatened,,0.457,86790567.0,Point(23.656 -2.88)
kig,kim,Kimaghama,Papunesia,ID,-8.0,138.5,Kolopom,Kolopom,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
kin,kin,Kinyarwanda,Africa,RW,-2.0,30.0,Niger-Congo,Bantoid,0,L,"['Democratic Republic of the Congo', 'Uganda', 'Rwanda']","['COD', 'UGA', 'RWA']",1 National,9800000.0,"[0.457, 0.516, 0.524]","[86790567.0, 42862958.0, 12208407.0]","['Point(23.656 -2.88)', 'Point(32.39 1.28)', 'Point(29.873888888 -1.940277777)']"
kio,kio,Kiowa,North America,US,37.0,-99.0,Kiowa-Tanoan,Kiowa-Tanoan,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
xal,kiq,Kalmyk (Issyk-Kul),Eurasia,KG,42.4166666667,78.3333333333,Altaic,Mongolic,0,L,"['Russia', ""People's Republic of China"", 'Mongolia']","['RUS', 'CHN', 'MNG']",2 Provincial,"[431800.0, 560000.0]","[0.816, 0.752, 0.741]","[146804372.0, 1409517397.0, 1443497378.0, 3075647.0]","['Point(94.25 66.416666666)', 'Point(103.451944444 35.844722222)', 'Point(104.0 47.0)']"
xal,kmk,Kalmyk,Eurasia,CN RU MN,44.0,83.0,Altaic,Mongolic,0,L,"['Russia', ""People's Republic of China"", 'Mongolia']","['RUS', 'CHN', 'MNG']",2 Provincial,"[431800.0, 560000.0]","[0.816, 0.752, 0.741]","[146804372.0, 1409517397.0, 1443497378.0, 3075647.0]","['Point(94.25 66.416666666)', 'Point(103.451944444 35.844722222)', 'Point(104.0 47.0)']"
xal,oir,Oirat,Eurasia,CN MN,37.5,93.0,Altaic,Mongolic,0,L,"['Russia', ""People's Republic of China"", 'Mongolia']","['RUS', 'CHN', 'MNG']",2 Provincial,"[431800.0, 560000.0]","[0.816, 0.752, 0.741]","[146804372.0, 1409517397.0, 1443497378.0, 3075647.0]","['Point(94.25 66.416666666)', 'Point(103.451944444 35.844722222)', 'Point(104.0 47.0)']"
cme,kir,Kirma,Africa,BF,10.25,-4.83333333333,Niger-Congo,Southern-Central Gur,0,L,"['Burkina Faso', 'Ivory Coast']","['BFA', 'CIV']",5 Developing,,"[0.423, 0.492]","[19193382.0, 24294750.0]","['Point(-2.066667 12.266667)', 'Point(-6.0 8.0)']"
kii,kit,Kitsai,North America,US,31.8333333333,-96.5,Caddoan,Caddoan,0,L,United States of America,USA,9 Dormant,0.0,0.92,331449281.0,Point(-98.5795 39.828175)
kvd,kiu,Kui (in Indonesia),Papunesia,ID,-8.43333333333,124.55,Timor-Alor-Pantar,Greater Alor,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
kjd,kiw,Kiwai (Southern),Papunesia,PG,-8.0,143.5,Kiwaian,Kiwaian,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
coe,kje,Koreguaje,South America,CO,1.0,-75.5,Tucanoan,Tucanoan,0,L,Colombia,COL,6a Vigorous,,0.747,49065615.0,Point(-74.0 4.0)
kmr,kji,Kurmanji,Eurasia,TR,38.0,42.0,Indo-European,Iranian,0,L,"['Turkey', 'Azerbaijan', 'Armenia', 'Iran', 'Iraq', 'Syria']","['TUR', 'AZE', 'ARM', 'IRN', 'IRQ', 'SYR']",3 Wider Communication,15000000.0,"[0.82, 0.751, 0.743, 0.798, 0.685, 0.536]","[83614362.0, 10127874.0, 2930450.0, 79966230.0, 38274618.0, 18499181.0]","['Point(36.0 39.0)', 'Point(47.7 40.3)', 'Point(44.95 40.383333)', 'Point(53.0 32.0)', 'Point(43.0 33.0)', 'Point(38.583333 35.216667)']"
kjn,kjn,Kunjen,Australia,AU,-16.5,142.5,Pama-Nyungan,Northern Pama-Nyungan,0,L,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,Point(137.0 -28.0)
kjc,kjo,Konjo,Papunesia,ID,-5.46666666667,120.333333333,Austronesian,South Sulawesi,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
kqy,kjr,Koorete,Africa,ET,5.83333333333,37.8333333333,Afro-Asiatic,North Omotic,0,L,Ethiopia,ETH,4 Educational,159200.0,0.463,104957438.0,Point(40.0 9.0)
xon,kkb,Konkomba,Africa,TG GH,10.0,0.0833333333333,Niger-Congo,Northern-Central Gur,0,L,"['Ghana', 'Togo']","['GHA', 'TGO']",5 Developing,,"[0.592, 0.503]","[26908262.0, 7797694.0]","['Point(-0.5 8.0)', 'Point(1.183333 8.25)']"
bqy,kkl,Kata Kolok,Papunesia,ID,-8.25,115.166666667,other,Sign Languages,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
knn,kkn,Konkani,Eurasia,IN,15.25,74.0,Indo-European,Indic,0,L,India,IND,2 Provincial,,0.64,1326093247.0,Point(83.0 22.8)
knk,kko,Koranko,Africa,SL GN,9.33333333333,-11.25,Mande,Western Mande,0,L,"['Guinea', 'Sierra Leone']","['GIN', 'SLE']",5 Developing,,"[0.459, 0.419]","[12717176.0, 7557212.0]","['Point(-11.0 10.0)', 'Point(-12.1 8.5)']"
kaa,kkp,Karakalpak,Eurasia,UZ,43.0,60.0,Altaic,Turkic,0,L,Uzbekistan,UZB,5 Developing,583410.0,0.71,33570609.0,Point(66.0 41.0)
kui,kkq,Kuikúro,South America,BR,-12.4166666667,-53.0833333333,Cariban,Cariban,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,Point(-53.0 -14.0)
kiy,kkr,Kirikiri,Papunesia,ID,-3.0,137.166666667,Lakes Plain,Lakes Plain,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
kkk,kkt,Kokota,Papunesia,SB,-8.0,159.133333333,Austronesian,Oceanic,0,L,Solomon Islands,SLB,6b Threatened,530.0,0.546,611343.0,Point(159.816666666 -9.466666666)
kfq,kku,Korku,Eurasia,IN,22.5,78.5,Austro-Asiatic,Munda,0,L,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
khl,kkv,Lusi,Papunesia,PG,-5.58333333333,149.666666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
zkk,kkw,Karankawa,North America,US,28.0,-97.0,,,0,,United States of America,USA,,,0.92,331449281.0,Point(-98.5795 39.828175)
kne,kky,Kankanay,Papunesia,PH,16.75,120.583333333,Austronesian,Northern Luzon,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,Point(123.0 12.0)
kex,kkz,Kokni,Eurasia,IN,20.75,73.5,Indo-European,Indic,0,L,India,IND,3 Wider Communication,,0.64,1326093247.0,Point(83.0 22.8)
klu,kla,Klao,Africa,LR,4.75,-8.75,Niger-Congo,Kru,0,L,Liberia,LBR,5 Developing,,0.435,4731906.0,Point(-9.75 6.533333)
hbb,klb,Kilba,Africa,NG,10.3333333333,13.1666666667,Afro-Asiatic,Biu-Mandara,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,Point(8.0 9.0)
kle,klg,Kulung,Eurasia,NP,27.5,87.0,Sino-Tibetan,Mahakiranti,0,L,"['India', 'Nepal']","['IND', 'NPL']",6b Threatened,,"[0.64, 0.574]","[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']"
kls,klh,Kalasha,Eurasia,PK,35.0,72.0,Indo-European,Indic,0,L,Pakistan,PAK,6a Vigorous,,0.562,216565318.0,Point(71.0 30.0)
lew,kli,Kaili,Papunesia,ID,-1.16666666667,120.0,Austronesian,Celebic,0,L,Indonesia,IDN,3 Wider Communication,,0.694,270625568.0,Point(118.0 -2.0)
xuo,klk,Koh (Lakka),Africa,TD CM,8.0,15.5,Niger-Congo,Mbumic,0,L,"['Chad', 'Cameroon']","['TCD', 'CMR']",5 Developing,,"[0.404, 0.556]","[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']"
bco,kll,Kaluli,Papunesia,PG,-6.5,142.75,Bosavi,Bosavi,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
kla,klm,Klamath,North America,US,42.5,-121.5,Penutian,Klamath-Modoc,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
kvw,kln,Kolana,Papunesia,ID,-8.25,125.116666667,Timor-Alor-Pantar,Kolana-Tanglapui,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
kyl,klp,Kalapuya,North America,US,44.5,-123.0,Kalapuyan,Kalapuyan,0,X,United States of America,USA,10 Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
kmh,klq,Kalam,Papunesia,PG,-5.25,144.583333333,Trans-New Guinea,Madang,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
shm,klr,Koluri,Eurasia,IR,37.0,48.0,Indo-European,Iranian,0,L,Iran,IRN,7 Shifting,,0.798,79966230.0,Point(53.0 32.0)
fla,kls,Kalispel,North America,US,48.0,-117.0,Salishan,Interior Salish,0,L,United States of America,USA,8b Nearly Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
kzi,klt,Kelabit,Papunesia,MY,3.66666666667,115.416666667,Austronesian,North Borneo,0,L,"['Indonesia', 'Malaysia']","['IDN', 'MYS']",6b Threatened,,"[0.694, 0.802]","[270625568.0, 31624264.0]","['Point(118.0 -2.0)', 'Point(108.0 3.0)']"
kij,klv,Kilivila,Papunesia,PG,-8.5,151.083333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
klb,klw,Kiliwa,North America,MX,31.3333333333,-115.666666667,Hokan,Yuman,0,L,Mexico,MEX,8b Nearly Extinct,,0.756,124777324.0,Point(-102.0 23.0)
mwp,kly,Kala Lagaw Ya,Papunesia,AU,-10.1166666667,142.116666667,Pama-Nyungan,Northern Pama-Nyungan,0,L,Australia,AUS,5 Developing,,0.939,24511800.0,Point(137.0 -28.0)
kck,klz,Kalanga,Africa,BW ZW,-20.5,27.5,Niger-Congo,Bantoid,0,L,"['Zimbabwe', 'Botswana']","['ZWE', 'BWA']",5 Developing,,"[0.535, 0.717]","[16529904.0, 2291661.0]","['Point(30.0 -19.0)', 'Point(23.7 -22.2)']"
kay,kma,Kamaiurá,South America,BR,-12.0833333333,-52.5833333333,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,6a Vigorous,,0.754,210147125.0,Point(-53.0 -14.0)
kgj,kmh,Kham,Eurasia,NP,28.5,82.75,Sino-Tibetan,Mahakiranti,0,L,Nepal,NPL,6a Vigorous,,0.574,30327877.0,Point(84.0 28.0)
kcu,kmi,Kami,Africa,TZ,-6.75,38.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,7 Shifting,16400.0,0.538,57310019.0,Point(34.854 -6.307)
kdj,kmj,Karimojong,Africa,UG,3.0,34.1666666667,Eastern Sudanic,Nilotic,0,L,Uganda,UGA,5 Developing,,0.516,42862958.0,Point(32.39 1.28)
kue,kmn,Kuman,Papunesia,PG,-5.91666666667,145.0,Trans-New Guinea,Chimbu,0,L,Papua New Guinea,PNG,3 Wider Communication,,0.555,8935000.0,Point(147.0 -6.3)
kpx,kmo,Koiali (Mountain),Papunesia,PG,-9.0,147.5,Trans-New Guinea,Koiarian,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
kup,kmp,Kunimaipa,Papunesia,PG,-8.0,146.833333333,Trans-New Guinea,Goilalan,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,Point(147.0 -6.3)
