ISO,WALS_ID,Name,Macroarea,Latitude,Longitude,Family,Subfamily,Genus,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Status_X_L,Lenguaje de Señas,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
lme,lam,Lamé,Africa,9.0,14.5,Afro-Asiatic,Chadic,Masa,TD CM,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,L,0,"['Chad', 'Cameroon']","['TCD', 'CMR']",6a Vigorous,,"[0.404, 0.556]","[15477751.0, 24053727.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)']"
laj,lan,Lango,Africa,2.16666666667,33.0,Eastern Sudanic,,Nilotic,UG,2.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,,3.0,2.0,2.0,1.0,7.0,4.0,6.0,4.0,,,1.0,,,4.0,3.0,1.0,3.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,2.0,8.0,1.0,,3.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,,1.0,3.0,3.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,9.0,3.0,3.0,,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,5.0,2.0,,2.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,6.0,2.0,,4.0,4.0,4.0,1.0,1.0,1.0,L,0,Uganda,UGA,5 Developing,,0.516,42862958.0,Point(32.39 1.28)
lao,lao,Lao,Eurasia,18.0,103.0,Tai-Kadai,,Kam-Tai,LA TH,,,,,,,,,,,,,,,,,4.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,3.0,,,,,2.0,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,3.0,5.0,5.0,,,,,,,,,,,,,,,,9.0,,,,,,4.0,,,,,,,,,,2.0,4.0,2.0,2.0,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,,,,L,0,"['Cambodia', 'Laos']","['KHM', 'LAO']",1 National,5225552.0,"[0.582, 0.601]","[16005373.0, 6858160.0]","['Point(105.0 12.6)', 'Point(104.0 18.2)']"
lrg,lar,Laragia,Australia,-12.6666666667,130.833333333,Darwin Region,,Laragia,AU,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,6.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,2.0,,,,L,0,Australia,AUS,8b Nearly Extinct,23.0,0.939,24511800.0,Point(137.0 -28.0)
lav,lat,Latvian,Eurasia,57.0,24.0,Indo-European,,Baltic,LV,2.0,1.0,2.0,4.0,1.0,1.0,,1.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,3.0,,,1.0,,,,,,,,,2.0,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,2.0,8.0,1.0,5.0,1.0,1.0,4.0,,,,,,,,,3.0,,3.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,,2.0,2.0,3.0,,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,6.0,1.0,1.0,7.0,5.0,1.0,1.0,4.0,,,,2.0,,,4.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,,0,Latvia,LVA,,1500000.0,0.819,1909000.0,Point(25.0 57.0)
llu,lau,Lau,Papunesia,-9.58333333333,161.5,Austronesian,Eastern Malayo-Polynesian,Oceanic,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
lvk,lav,Lavukaleve,Papunesia,-9.08333333333,159.2,Solomons East Papuan,,Lavukaleve,SB,2.0,2.0,5.0,2.0,3.0,1.0,,2.0,1.0,3.0,8.0,5.0,2.0,,1.0,2.0,5.0,3.0,5.0,1.0,1.0,,,,1.0,,,2.0,2.0,,3.0,2.0,3.0,,,2.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,2.0,10.0,,,,4.0,3.0,4.0,16.0,4.0,,,,,,,,,,15.0,5.0,,,4.0,4.0,8.0,7.0,,,,,,,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,4.0,4.0,1.0,2.0,5.0,,3.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,4.0,,,1.0,,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,,2.0,2.0,3.0,,,1.0,,,,,2.0,2.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,L,0,Solomon Islands,SLB,6a Vigorous,1783.0,0.546,611343.0,Point(159.816666666 -9.466666666)
lzz,laz,Laz,Eurasia,41.5,41.5,Kartvelian,,Kartvelian,GE TR,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,4.0,4.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Turkey', 'Georgia']","['TUR', 'GEO']",6b Threatened,250000.0,"[0.82, 0.754]","[83614362.0, 3717100.0]","['Point(36.0 39.0)', 'Point(43.733330555 42.016669444)']"
lun,lbu,Lunda,Africa,-10.6666666667,24.0,Niger-Congo,Benue-Congo,Bantoid,CD,,2.0,,,,2.0,,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,,,2.0,1.0,4.0,18.0,6.0,,14.0,,5.0,,4.0,6.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,,1.0,,1.0,,,,,,6.0,2.0,1.0,4.0,4.0,4.0,,,,L,0,"['Angola', 'Zambia', 'Democratic Republic of the Congo']","['AGO', 'ZMB', 'COD']",4 Educational,,"[0.581, 0.588, 0.457]","[29784193.0, 17094130.0, 86790567.0]","['Point(17.35 -12.35)', 'Point(28.0 -14.0)', 'Point(23.656 -2.88)']"
lbt,lch,Lachi,Eurasia,22.6666666667,104.833333333,Tai-Kadai,,Kadai,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"[""People's Republic of China"", 'Vietnam']","['CHN', 'VNM']",6b Threatened,,"[0.752, 0.694]","[1409517397.0, 1443497378.0, 94660000.0]","['Point(103.451944444 35.844722222)', 'Point(108.0 16.0)']"
lug,lda,Luganda,Africa,0.5,32.1666666667,Niger-Congo,Benue-Congo,Bantoid,UG,,2.0,,,,,,,,,,,,,,,1.0,,,,,4.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,7.0,,,,1.0,,2.0,2.0,1.0,2.0,,,,,2.0,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,,2.0,1.0,,5.0,,,,,L,0,Uganda,UGA,3 Wider Communication,"[1000000.0, 4100000.0]",0.516,42862958.0,Point(32.39 1.28)
lld,ldn,Ladin,Eurasia,46.5833333333,11.9166666667,Indo-European,,Romance,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Italy,ITA,6b Threatened,30000.0,0.873,60317000.0,Point(12.5 42.5)
led,ldu,Lendu,Africa,2.0,30.5,Central Sudanic,,Lendu,CD,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,17.0,,,4.0,8.0,7.0,1.0,15.0,11.0,,,4.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,7.0,2.0,2.0,,,,,,3.0,2.0,2.0,5.0,5.0,5.0,,,,L,0,"['Democratic Republic of the Congo', 'Uganda']","['COD', 'UGA']",5 Developing,,"[0.457, 0.516]","[86790567.0, 42862958.0]","['Point(23.656 -2.88)', 'Point(32.39 1.28)']"
agh,leb,Lebeo,Africa,1.75,25.0,Niger-Congo,Benue-Congo,Bantoid,CD,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,4.0,,4.0,,,,L,0,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
lec,lec,Leko,South America,-15.0,-67.9166666667,,,,BO,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,,,,1.0,1.0,,,,,,,,,,,,,5.0,5.0,5.0,,,,L,0,Bolivia,BOL,8b Nearly Extinct,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
lea,leg,Lega,Africa,-2.83333333333,27.1666666667,Niger-Congo,Benue-Congo,Bantoid,CD,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,4.0,,,,,2.0,,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,4.0,,,,,L,0,Democratic Republic of the Congo,COD,5 Developing,,0.457,86790567.0,Point(23.656 -2.88)
lln,lel,Lele,Africa,9.08333333333,15.5833333333,Afro-Asiatic,Chadic,East Chadic,TD,2.0,4.0,5.0,2.0,4.0,2.0,,2.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,4.0,,1.0,,,,,,,,,,3.0,1.0,5.0,3.0,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,3.0,2.0,3.0,,,,1.0,,,,,,,,1.0,,2.0,,2.0,,,,9.0,,,,,,2.0,,,,,,,6.0,,2.0,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,1.0,4.0,4.0,4.0,,,,L,0,Chad,TCD,5 Developing,,0.404,15477751.0,Point(19.4 15.466667)
tnl,len,Lenakel,Papunesia,-19.45,169.25,Austronesian,Eastern Malayo-Polynesian,Oceanic,VU,,2.0,,,,,,,,,,,,,,,6.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,14.0,3.0,,,2.0,1.0,4.0,18.0,4.0,,14.0,,7.0,,4.0,6.0,5.0,4.0,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,5.0,,,,2.0,,,,7.0,,,,4.0,2.0,,,2.0,,,,,,,,,,,1.0,,9.0,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,,,,L,0,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
lep,lep,Lepcha,Eurasia,27.1666666667,88.5,Sino-Tibetan,Tibeto-Burman,Lepcha,BT IN NP,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,2.0,2.0,6.0,,,,1.0,2.0,3.0,1.0,4.0,1.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,,4.0,1.0,3.0,1.0,1.0,1.0,7.0,6.0,5.0,1.0,1.0,2.0,3.0,,3.0,1.0,,,1.0,6.0,,,,2.0,2.0,4.0,3.0,9.0,,,,,,4.0,,,,2.0,,,,1.0,2.0,,,,,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,L,0,"['India', 'Nepal', 'Bhutan']","['IND', 'NPL', 'BTN']",6b Threatened,"[66500.0, 75000.0]","[0.64, 0.574, 0.612]","[1326093247.0, 30327877.0, 807610.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)', 'Point(90.5 27.45)']"
les,les,Lese,Africa,2.0,29.0,Central Sudanic,,Mangbutu-Efe,CD,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,7.0,,1.0,3.0,6.0,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,5.0,5.0,5.0,,,,L,0,Democratic Republic of the Congo,COD,6a Vigorous,,0.457,86790567.0,Point(23.656 -2.88)
lti,let,Leti,Papunesia,-8.2,127.666666667,Austronesian,,Central Malayo-Polynesian,ID,,2.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,,,,4.0,4.0,4.0,,,,L,0,Indonesia,IDN,7 Shifting,,0.694,270625568.0,Point(118.0 -2.0)
lww,lew,Lewo,Papunesia,-16.75,168.333333333,Austronesian,Eastern Malayo-Polynesian,Oceanic,VU,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,9.0,,4.0,1.0,4.0,19.0,4.0,,15.0,,,6.0,4.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,7.0,,,,4.0,2.0,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,,4.0,4.0,4.0,,,,L,0,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
lez,lez,Lezgian,Eurasia,41.6666666667,47.8333333333,Nakh-Daghestanian,Daghestanian,Lezgic,AZ RU,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,4.0,2.0,3.0,,5.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,1.0,2.0,8.0,4.0,6.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,L,0,"['Russia', 'Azerbaijan']","['RUS', 'AZE']",4 Educational,633610.0,"[0.816, 0.751]","[146804372.0, 10127874.0]","['Point(94.25 66.416666666)', 'Point(47.7 40.3)']"
ojv,lga,Luangiua,Papunesia,-5.33333333333,159.416666667,Austronesian,Eastern Malayo-Polynesian,Oceanic,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
nds,lge,Low German,Eurasia,53.0,10.0,Indo-European,,Germanic,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Denmark', 'Netherlands', 'Brazil', 'Germany']","['DNK', 'NLD', 'BRA', 'DEU']",7 Shifting,5000000.0,"[0.929, 0.922, 0.931, 0.754, 0.926]","[5827463.0, 17282163.0, 210147125.0, 83149300.0]","['Point(10.0 56.0)', 'Point(5.55 52.316666666)', 'Point(-53.0 -14.0)', 'Point(10.0 51.0)']"
lag,lgi,Langi,Africa,-4.5,36.0,Niger-Congo,Benue-Congo,Bantoid,TZ,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,4.0,,4.0,,,,L,0,Tanzania,TZA,6a Vigorous,,0.538,57310019.0,Point(34.854 -6.307)
psr,lgp,Língua Gestual Portuguesa,Eurasia,40.0,-8.0,other,,Sign Languages,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Portugal,PRT,5 Developing,,0.83,10295909.0,Point(-9.183333333 38.7)
log,lgt,Logoti,Africa,3.5,30.0,Central Sudanic,,Moru-Ma'di,CD,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,16.0,6.0,14.0,9.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,,5.0,5.0,5.0,,,,L,0,Democratic Republic of the Congo,COD,5 Developing,,0.457,86790567.0,Point(23.656 -2.88)
lgu,lgu,Longgu,Papunesia,-9.75,160.666666667,Austronesian,Eastern Malayo-Polynesian,Oceanic,SB,,4.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,1.0,,,,,,,,,,,2.0,,,,,,9.0,,,,,,2.0,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,4.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,4.0,4.0,4.0,,,,L,0,Solomon Islands,SLB,6a Vigorous,,0.546,611343.0,Point(159.816666666 -9.466666666)
lha,lha,Laha,Eurasia,21.5833333333,103.916666667,Tai-Kadai,,Kadai,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,L,0,Vietnam,VNM,8a Moribund,,0.694,94660000.0,Point(108.0 16.0)
