ISO,WALS_ID,Name,Macroarea,Latitude,Longitude,Family,Subfamily,Genus,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Status_X_L,Lenguaje de Señas,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
lhm,lho,Lhomi,Eurasia,27.6666666667,87.4166666667,Sino-Tibetan,Tibeto-Burman,Bodic,NP,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1.0,2.0,4.0,16.0,,,,,,,,,,,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,6.0,2.0,,1.0,,,,,,L,0,"[""People's Republic of China"", 'India', 'Nepal']","['CHN', 'IND', 'NPL']",5 Developing,,"[0.752, 0.64, 0.574]","[1409517397.0, 1443497378.0, 1326093247.0, 30327877.0]","['Point(103.451944444 35.844722222)', 'Point(83.0 22.8)', 'Point(84.0 28.0)']"
lic,lic,Hlai (Baoding),Eurasia,19.0,109.5,Tai-Kadai,,Hlai,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,4.0,,4.0,,,,L,0,People's Republic of China,CHN,6a Vigorous,700000.0,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
ise,lii,Lingua Italiana dei Segni,Eurasia,42.0,13.0,other,,Sign Languages,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Italy,ITA,5 Developing,,0.873,60317000.0,Point(12.5 42.5)
lil,lil,Lillooet,North America,50.75,-122.0,Salishan,,Interior Salish,CA,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,5.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,6.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,2.0,,1.0,2.0,,,,,,,1.0,4.0,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,4.0,,3.0,,,3.0,L,0,Canada,CAN,8a Moribund,,0.926,37894799.0,Point(-109.0 56.0)
lif,lim,Limbu,Eurasia,27.1666666667,87.75,Sino-Tibetan,Tibeto-Burman,Mahakiranti,BT IN NP,5.0,2.0,5.0,5.0,4.0,,,1.0,,,,,,,2.0,2.0,6.0,,,,,2.0,,,,,1.0,,,,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,9.0,,5.0,1.0,,3.0,,,,,2.0,3.0,3.0,6.0,1.0,,,2.0,,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,3.0,,,,,2.0,,,,,,2.0,,1.0,2.0,,1.0,,,,2.0,4.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,,2.0,4.0,,1.0,1.0,,,1.0,L,0,"['India', 'Nepal']","['IND', 'NPL']",5 Developing,"[40835.0, 420000.0]","[0.64, 0.574]","[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']"
lin,lin,Lingala,Africa,2.0,18.5,Niger-Congo,Benue-Congo,Bantoid,CD,,2.0,,,,2.0,,,3.0,4.0,3.0,2.0,,,,,2.0,,,1.0,6.0,,,,,,2.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,2.0,,1.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,6.0,2.0,,,,4.0,,,,L,0,"['Republic of the Congo', 'Democratic Republic of the Congo']","['COG', 'COD']",2 Provincial,2000000.0,"[0.606, 0.457]","[5260750.0, 86790567.0]","['Point(15.383330555 -0.75)', 'Point(23.656 -2.88)']"
lis,lis,Lisu,Eurasia,26.0,98.0,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,CN MM,,,,,,1.0,,,,,,,,,,,4.0,,,,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,,,,,,1.0,6.0,2.0,,1.0,1.0,2.0,,,,L,0,"[""People's Republic of China"", 'Myanmar']","['CHN', 'MMR']",3 Wider Communication,,"[0.752, 0.578]","[1409517397.0, 1443497378.0, 53370609.0]","['Point(103.451944444 35.844722222)', 'Point(96.0 22.0)']"
lit,lit,Lithuanian,Eurasia,55.0,24.0,Indo-European,,Baltic,LT,,2.0,,,,,3.0,,,,,,,,,,1.0,,,1.0,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,1.0,5.0,6.0,4.0,1.0,1.0,5.0,,,,,,,,,2.0,,,,2.0,,,,2.0,6.0,,,5.0,5.0,,,4.0,,2.0,1.0,,,3.0,1.0,2.0,,6.0,4.0,3.0,1.0,3.0,7.0,5.0,,,,,,,2.0,,,,1.0,,,,,,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,1.0,2.0,2.0,,,1.0,,2.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,4.0,4.0,3.0,,,,L,0,"['Poland', 'Lithuania', 'Belarus']","['POL', 'LTU', 'BLR']",1 National,4000000.0,"[0.843, 0.839, 0.798]","[38382576.0, 2790842.0, 9349645.0]","['Point(19.0 52.0)', 'Point(24.0 55.2)', 'Point(28.046666666 53.528333333)']"
liv,liv,Liv,Eurasia,56.8333333333,24.0,Uralic,Finno-Ugric,Finnic,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Latvia,LVA,9 Dormant,0.0,0.819,1909000.0,Point(25.0 57.0)
law,lje,Lauje,Papunesia,-0.5,120.0,Austronesian,,Celebic,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Indonesia,IDN,6b Threatened,,0.694,270625568.0,Point(118.0 -2.0)
lbc,lkk,Lakkia,Eurasia,24.0833333333,110.166666667,Tai-Kadai,,Kadai,CN,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,L,0,People's Republic of China,CHN,6a Vigorous,,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
lkt,lkt,Lakhota,North America,43.8333333333,-101.833333333,Siouan,,Core Siouan,US,4.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,,,4.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,1.0,,3.0,,,1.0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,3.0,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,1.0,1.0,3.0,7.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,,,,7.0,,3.0,4.0,1.0,1.0,3.0,,4.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,9.0,2.0,6.0,,1.0,,1.0,2.0,1.0,2.0,1.0,,,8.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,,1.0,1.0,,1.0,3.0,2.0,6.0,2.0,2.0,3.0,,,1.0,,,,1.0,2.0,2.0,,1.0,5.0,2.0,1.0,,3.0,L,0,"['Canada', 'United States of America']","['CAN', 'USA']",8a Moribund,2000.0,"[0.926, 0.92]","[37894799.0, 331449281.0]","['Point(-109.0 56.0)', 'Point(-98.5795 39.828175)']"
lby,lla,Lamu-Lamu,Australia,-14.8333333333,144.5,Pama-Nyungan,,Northern Pama-Nyungan,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Australia,AUS,8b Nearly Extinct,,0.939,24511800.0,Point(137.0 -28.0)
lef,llm,Lelemi,Africa,7.33333333333,0.5,Niger-Congo,,Kwa,GH,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,6.0,,,,3.0,,,,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,4.0,,9.0,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,3.0,,4.0,,,,L,0,Ghana,GHA,5 Developing,,0.592,26908262.0,Point(-0.5 8.0)
lom,lma,Loma,Africa,8.0,-9.5,Mande,,Western Mande,GN LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Liberia,LBR,5 Developing,,0.435,4731906.0,Point(-9.75 6.533333)
lam,lmb,Lamba,Africa,-13.0,28.0,Niger-Congo,Benue-Congo,Bantoid,CD ZM,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,2.0,1.0,,,,,,,L,0,"['Zambia', 'Democratic Republic of the Congo']","['ZMB', 'COD']",5 Developing,219000.0,"[0.588, 0.457]","[17094130.0, 86790567.0]","['Point(28.0 -14.0)', 'Point(23.656 -2.88)']"
hia,lmg,Lamang,Africa,11.25,13.5833333333,Afro-Asiatic,Chadic,Biu-Mandara,NG,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,9.0,,4.0,1.0,4.0,19.0,6.0,,,,,,,,,,,,,,,,,,23.0,8.0,9.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,,1.0,,1.0,,,,,,2.0,,1.0,4.0,4.0,4.0,,,,L,0,"['Chad', 'Cameroon', 'Nigeria']","['TCD', 'CMR', 'NGA']",6a Vigorous,,"[0.404, 0.556, 0.532]","[15477751.0, 24053727.0, 190886311.0]","['Point(19.4 15.466667)', 'Point(12.0 7.0)', 'Point(8.0 9.0)']"
slp,lmh,Lamaholot,Papunesia,-8.25,122.916666667,Austronesian,,Central Malayo-Polynesian,ID,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,1.0,3.0,5.0,,,,,,,,,4.0,4.0,4.0,1.0,5.0,,,,,,,,5.0,,,,2.0,2.0,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,4.0,3.0,2.0,2.0,2.0,,1.0,,1.0,,,,,3.0,6.0,2.0,1.0,5.0,4.0,4.0,,,,L,0,Indonesia,IDN,3 Wider Communication,180000.0,0.694,270625568.0,Point(118.0 -2.0)
lmn,lmn,Lamani,Eurasia,17.0,77.0,Indo-European,,Indic,IN,,6.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,L,0,India,IND,5 Developing,6000000.0,0.64,1326093247.0,Point(83.0 22.8)
ljp,lmp,Lampung,Papunesia,-5.0,105.0,Austronesian,,Lampungic,ID,,5.0,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,7.0,8.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,4.0,,,,,,,6.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,,,,2.0,1.0,2.0,1.0,4.0,4.0,4.0,,,,L,0,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
lmu,lmu,Lamen,Papunesia,-16.5833333333,168.166666667,Austronesian,Eastern Malayo-Polynesian,Oceanic,VU,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,2.0,,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,3.0,,2.0,,1.0,,1.0,,,,,,,,,,4.0,5.0,,,,L,0,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
liy,lnd,Linda,Africa,6.5,20.75,Niger-Congo,Adamawa-Ubangi,Ubangi,CF,,,,,,,,,,,,,,,,,6.0,,,,1.0,4.0,3.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,14.0,3.0,,,2.0,1.0,4.0,18.0,6.0,,14.0,,5.0,,4.0,6.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,2.0,2.0,,,,,,3.0,,5.0,1.0,4.0,2.0,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,2.0,1.0,4.0,4.0,3.0,,,,L,0,Central African Republic,CAF,6a Vigorous,,0.367,4659080.0,Point(20.9 6.7)
enx,lng,Lengua,South America,-22.5,-59.0,Mascoian,,Mascoian,PY,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,L,0,Paraguay,PRY,6a Vigorous,,0.702,6811297.0,Point(-58.0 -23.5)
lad,lno,Ladino,Eurasia,40.0,33.0,Indo-European,,Romance,TR IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Israel,ISR,7 Shifting,137000.0,0.899,9093000.0,Point(35.0 31.0)
lns,lns,Lamnso',Africa,6.16666666667,10.75,Niger-Congo,Benue-Congo,Bantoid,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Cameroon', 'Nigeria']","['CMR', 'NGA']",3 Wider Communication,,"[0.556, 0.532]","[24053727.0, 190886311.0]","['Point(12.0 7.0)', 'Point(8.0 9.0)']"
crc,lnw,Lonwolwol,Papunesia,-16.2166666667,168.0,Austronesian,Eastern Malayo-Polynesian,Oceanic,VU,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Vanuatu,VUT,5 Developing,,0.603,276244.0,Point(168.016669444 -16.633330555)
lob,lob,Lobi,Africa,10.5,-3.25,Niger-Congo,Gur,Southern-Central Gur,BF CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,"['Burkina Faso', 'Ivory Coast']","['BFA', 'CIV']",5 Developing,440000.0,"[0.423, 0.492]","[19193382.0, 24294750.0]","['Point(-2.066667 12.266667)', 'Point(-6.0 8.0)']"
lok,lok,Loko,Africa,9.33333333333,-12.0833333333,Mande,,Western Mande,SL,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Sierra Leone,SLE,5 Developing,,0.419,7557212.0,Point(-12.1 8.5)
los,lon,Loniu,Papunesia,-2.06666666667,147.333333333,Austronesian,Eastern Malayo-Polynesian,Oceanic,PG,,4.0,,,,,,,,,,,,,,,2.0,,,,6.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,7.0,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,9.0,,,,3.0,,2.0,,,,,,,,2.0,,,,,,5.0,,5.0,2.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,6.0,2.0,1.0,4.0,4.0,4.0,,,1.0,L,0,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
njh,lot,Lotha,Eurasia,26.5,94.25,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,IN,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,2.0,,4.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,6.0,2.0,,1.0,,2.0,,,,L,0,India,IND,5 Developing,179467.0,0.64,1326093247.0,Point(83.0 22.8)
loj,lou,Lou,Papunesia,-2.38333333333,147.316666667,Austronesian,Eastern Malayo-Polynesian,Oceanic,PG,,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,1.0,,4.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,3.0,,,1.0,4.0,,4.0,,,,L,0,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
lbo,lov,Loven,Eurasia,15.0,106.333333333,Austro-Asiatic,Mon-Khmer,Bahnaric,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,0,Laos,LAO,6a Vigorous,28000.0,0.601,6858160.0,Point(104.0 18.2)
loz,loz,Lozi,Africa,-17.8333333333,26.0,Niger-Congo,Benue-Congo,Bantoid,ZM,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,L,0,"['South Africa', 'Zambia', 'Zimbabwe', 'Botswana', 'Namibia']","['ZAF', 'ZMB', 'ZWE', 'BWA', 'NAM']",4 Educational,600000.0,"[0.699, 0.588, 0.535, 0.717, 0.647]","[59622350.0, 17094130.0, 16529904.0, 2291661.0, 2533794.0]","['Point(24.0 -29.0)', 'Point(28.0 -14.0)', 'Point(30.0 -19.0)', 'Point(23.7 -22.2)', 'Point(17.0 -23.0)']"
